Timestamp (us),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
3324056993,-0.074498,-0.187362,-0.071179,-0.031698,0.034429,0.996684
3324077051,0.062558,-0.012100,0.059303,-0.034175,0.035896,0.997716
3324097109,0.016510,0.156218,-0.038798,-0.033541,0.034625,0.997924
3324117168,-0.090088,0.025480,0.029259,-0.033683,0.034237,0.995554
3324137227,-0.051696,-0.019877,-0.032135,-0.034099,0.036814,0.998619
3324157285,-0.043723,-0.118417,-0.093528,-0.033912,0.033356,0.998296
3324177344,0.009399,-0.019469,-0.001337,-0.032701,0.035612,0.996743
3324197401,0.169522,0.011152,0.044194,-0.034904,0.033170,0.997732
3324217458,-0.051963,-0.012092,0.006257,-0.035340,0.035703,0.996601
3324237516,-0.067114,0.102334,-0.008236,-0.034986,0.037346,0.997228
3324257575,-0.028740,-0.035246,0.013746,-0.033074,0.035799,0.997281
3324277633,0.055313,-0.034394,-0.055037,-0.031013,0.034546,0.999250
3324297690,-0.081944,-0.110795,-0.070411,-0.034572,0.035461,0.999629
3324317749,0.032504,-0.041450,-0.092893,-0.034176,0.035533,0.997811
3324337809,0.001640,0.018363,0.083131,-0.031176,0.036625,0.998129
3324357867,0.146548,0.003517,0.067345,-0.035468,0.036271,0.998782
3324377925,-0.067199,-0.050409,0.059533,-0.032441,0.035620,0.997569
3324397983,-0.021347,-0.011629,0.006213,-0.034635,0.034990,0.997991
3324418040,3.327848,2.532948,-1.364866,-0.027438,0.041478,0.923346
3324438099,52.016640,0.890140,1.299645,-0.027990,0.021427,1.014047
3324458156,19.487587,0.405100,0.668375,-0.045453,0.060375,1.034449
3324478214,8.717588,1.096794,-0.055750,-0.038535,0.056090,0.981355
3324498272,17.070328,-0.780320,0.055144,-0.035514,0.068083,1.007275
3324518331,7.940658,-0.181721,0.220117,-0.034698,0.077994,1.007636
3324538390,2.619643,0.388978,0.469641,-0.038628,0.068894,0.997630
3324558449,5.231052,-0.212788,0.285817,-0.033569,0.069350,0.989419
3324578506,5.948145,0.041023,0.293710,-0.033065,0.074613,0.997306
3324598565,5.726749,0.001439,0.408302,-0.034049,0.076477,1.001645
3324618622,5.184678,0.183876,0.288321,-0.038734,0.080268,0.998687
3324638679,1.697311,-0.283354,0.207801,-0.035562,0.080876,1.004943
3324658738,-3.608102,0.197362,0.235504,-0.030814,0.080193,1.009600
3324678796,-4.981352,-0.773933,1.078869,-0.025740,0.079731,1.000488
3324698854,1.719509,-3.621475,6.176243,-0.028060,0.058647,0.992013
3324718912,31.687454,0.585631,30.126518,0.022525,0.051285,1.022051
3324738972,75.212692,-3.217383,48.312279,-0.037895,0.074029,1.141437
3324759030,62.562622,-58.857468,14.991773,-0.017281,0.244077,1.707582
3324779088,15.007941,-107.288071,-12.614756,-0.067437,0.182911,1.608806
3324799147,-79.872330,-106.769333,-6.460276,-0.180407,0.117628,1.694435
3324819202,-154.227875,-141.487244,-19.790676,-0.148130,0.126407,1.719389
3324839261,-80.960236,-212.733841,-41.939667,-0.080670,-0.074374,1.542459
3324859319,-12.352327,-279.694641,-50.245445,-0.001931,-0.048860,1.353827
3324879377,23.165218,-294.321930,-46.881374,-0.018237,-0.059651,1.241808
3324899436,24.144142,-322.209473,-38.272232,0.071014,0.079852,1.132651
3324919495,15.883526,-322.063965,-36.250080,0.108630,0.113671,0.813353
3324939553,-9.752175,-303.453461,-43.216125,0.229767,0.115974,0.685888
3324959611,-10.344674,-289.974792,-42.690300,0.363842,0.068190,0.733448
3324979670,6.458723,-324.559967,-42.199127,0.392458,0.031731,0.508079
3324999726,20.486242,-248.328461,-12.020670,0.444656,0.038906,0.145201
3325019785,21.798422,-199.701981,-5.142287,0.525200,0.084120,0.320526
3325039843,7.645713,-193.383636,-13.096553,0.649262,0.123432,0.272975
3325059901,6.127994,-178.886475,-12.364498,0.725346,0.112376,0.185953
3325079959,10.274740,-181.372787,-10.868912,0.727891,0.107760,0.100854
3325100017,-5.428031,-156.983673,-5.290483,0.737980,0.112215,0.075544
3325120077,-3.294917,-153.393616,-14.778274,0.848136,0.143418,-0.027181
3325140135,17.591246,-149.794739,-15.671095,0.915616,0.182708,-0.089749
3325160193,32.964886,-143.181488,-11.172366,0.900106,0.129749,-0.105049
3325180251,12.396116,-123.936302,-9.682930,0.819272,0.046843,-0.146600
3325200308,-1.595684,-99.999474,-12.967732,0.807653,0.062795,-0.500648
3325220366,27.770172,-78.170197,-9.286188,0.868536,0.153568,-0.752186
3325240424,49.974281,-51.028805,-3.186726,0.919226,0.126623,-0.595226
3325260482,41.392406,-28.616240,-2.347919,0.907347,0.068569,-0.471203
3325280541,10.951306,7.498164,1.009250,0.874490,0.098624,-0.616278
3325300599,7.816807,49.990776,5.859337,0.893665,0.191486,-0.740278
3325320659,29.453163,82.331345,6.994479,0.899031,0.201226,-0.590323
3325340716,40.700691,106.751221,4.933815,0.843451,0.116825,-0.398595
3325360775,29.269911,143.459946,1.951253,0.791671,0.075896,-0.274052
3325380833,13.700373,185.060928,1.546468,0.798704,0.131144,-0.135700
3325400889,19.856319,213.018188,-5.389000,0.709974,0.106316,-0.108720
3325420947,46.660915,235.466980,-22.671528,0.640229,0.107410,-0.008971
3325441006,67.241310,249.237473,-38.950676,0.531744,0.057631,0.134311
3325461064,28.776690,290.948547,-42.609528,0.413982,0.064480,0.320300
3325481122,-3.272700,321.408325,-41.000542,0.446331,0.255439,0.530317
3325501180,-13.797081,319.383850,-30.740499,0.497745,0.389891,0.823234
3325521239,-32.465431,299.538055,-9.146217,0.519880,0.355249,1.164004
3325541298,-35.790333,257.997742,-13.132079,0.444949,0.195868,1.180973
3325561356,-44.955658,224.619232,-20.101673,0.334494,0.065424,1.102452
3325581437,-53.148926,217.070557,-21.033298,0.257180,0.155363,0.900052
3325601471,-38.113144,210.498108,-10.198359,0.334855,0.295411,0.903418
3325621529,-20.835018,189.839661,-8.432889,0.313720,0.195463,1.088758
3325641587,-28.197683,164.214661,-12.535614,0.156078,0.042593,1.052748
3325661645,-61.461121,174.238190,-11.369614,-0.001327,0.036426,0.946423
3325681704,-49.620735,171.815933,-1.686129,0.069926,0.073071,1.057634
3325701763,5.077669,127.730370,-9.834972,0.152177,0.164491,1.192342
3325721821,26.812452,87.081383,-8.832728,0.129248,0.262289,1.154975
3325741880,6.312912,81.315002,6.503348,-0.035507,0.144038,1.152014
3325761937,-21.300060,81.582001,3.991094,-0.116302,-0.013777,1.240371
3325781995,-39.240932,64.221176,-5.497044,0.050280,0.137695,1.360850
3325802053,-101.150635,65.198097,10.801256,0.100284,0.204979,1.505985
3325822110,-59.436062,83.630569,4.338979,-0.048775,-0.012583,1.569188
3325842169,-9.313914,2.274385,-6.676457,-0.067500,0.108488,1.035416
3325862227,-2.783175,13.435486,-4.659356,-0.004937,0.083097,1.019814
3325882285,-6.867258,7.335791,-2.682809,-0.019058,0.035472,1.019258
3325902345,-2.380636,7.068260,-0.785205,-0.042039,0.060675,1.037246
3325922403,-4.625278,-11.015432,3.510439,-0.021925,0.121763,1.231056
3325942461,-6.068412,-36.328999,10.796906,0.014916,0.080846,1.468000
3325962519,20.030289,-96.931183,12.211205,-0.024868,0.092049,1.754922
3325982576,31.526146,-151.866791,14.700938,-0.044217,0.073981,1.676951
3326002634,38.970078,-193.764191,20.374941,-0.004222,0.086313,1.607327
3326022692,37.002308,-226.721115,29.217810,0.047424,0.111252,1.501019
3326042750,46.007919,-264.285583,31.367922,0.067236,0.075591,1.412485
3326062809,54.136436,-279.478088,22.517649,0.013021,0.050726,1.098502
3326082867,37.561436,-252.715790,10.221850,0.058774,0.045495,0.835525
3326102926,18.430023,-236.210159,13.393282,0.319184,0.183620,0.981994
3326122984,12.532782,-248.900970,21.993069,0.382075,0.148702,1.037745
3326143042,-1.758775,-254.660339,18.046907,0.309542,0.030235,0.898960
3326163100,-13.710034,-252.326706,4.609555,0.325430,0.060179,0.790466
3326183157,-15.553039,-252.254654,0.089232,0.503643,0.159609,0.671839
3326203216,-21.107182,-243.399353,8.293509,0.573248,0.179667,0.639262
3326223273,-22.158054,-240.926697,10.027036,0.581615,0.102267,0.644203
3326243332,-36.111046,-235.489243,10.298853,0.555539,0.094245,0.448231
3326263390,-25.900396,-228.256363,9.187959,0.625318,0.175547,0.326404
3326283448,-6.044284,-239.200516,14.197071,0.692857,0.207373,0.393632
3326303508,5.516746,-253.678238,14.782228,0.594877,0.069154,0.293904
3326323565,-22.249428,-242.622604,12.442907,0.469103,-0.056695,-0.007618
3326343624,-28.491615,-218.513535,6.223313,0.507380,-0.006359,-0.312037
3326363685,-4.760987,-205.162216,1.013435,0.562255,0.029441,-0.527228
3326383739,4.916548,-172.520416,0.028072,0.582795,-0.061319,-0.643230
3326403797,-1.920492,-138.379837,-5.961385,0.586640,-0.178893,-0.699409
3326423855,-20.104181,-94.766754,-13.650269,0.630160,-0.143270,-0.932416
3326443914,-19.372913,-53.357872,-19.250359,0.742405,-0.034311,-1.092340
3326463972,6.875563,-19.191298,-23.117039,0.864740,0.112660,-1.127802
3326484031,15.074411,26.164467,-21.519796,0.860341,0.122346,-1.158095
3326504089,3.536757,86.152725,-19.774975,0.854358,0.134481,-1.154237
3326524148,5.866665,145.336563,-23.957226,0.818084,0.127083,-1.073104
3326544205,15.343428,198.246704,-29.457018,0.770518,0.161786,-0.895503
3326564262,20.976841,239.812042,-29.221039,0.704937,0.147095,-0.687863
3326584320,41.757343,276.837158,-42.543461,0.519333,0.066285,-0.536196
3326604379,27.517492,318.647034,-61.434708,0.392758,-0.048617,-0.145328
3326624437,-56.149021,363.014313,-59.556755,0.330834,-0.098430,0.242379
3326644495,-119.891380,366.861267,-71.503525,0.270776,-0.002170,0.656318
3326664553,-161.735992,332.124481,-39.262569,0.459621,0.085423,1.050941
3326684612,-131.104889,286.935547,-19.360888,0.647540,0.178425,1.345237
3326704671,-99.819283,206.156235,-15.729277,0.787090,0.226740,1.377693
3326724729,-54.702339,157.680679,-14.343713,0.695376,0.251998,0.977434
3326744787,-11.182697,157.816132,-12.711978,0.516118,0.262861,0.497611
3326764844,-10.046624,238.412659,18.759779,0.349405,0.081309,0.682953
3326784902,-42.495712,203.862915,18.134054,0.294532,-0.064240,1.173748
3326804961,-86.396706,201.217194,11.917841,0.365703,-0.032784,1.188324
3326825019,-65.445732,178.582855,15.106568,0.381275,0.228681,0.888429
3326845077,-32.806530,173.816193,36.815353,0.226209,0.280430,0.731334
3326865135,-31.337048,179.475098,40.082001,0.050413,-0.075335,1.093947
3326885194,-42.242085,147.287506,22.472549,0.097762,-0.275052,1.401268
3326905252,-31.682043,126.279297,1.597080,0.010034,-0.178925,1.190029
3326925310,-35.112148,114.596718,-9.736286,-0.081347,-0.153498,1.084956
3326945369,-45.656021,111.452316,-9.606883,-0.011806,-0.072761,1.153046
3326965426,-11.308349,87.864258,-6.440362,0.085381,0.045967,1.240297
3326985484,32.323765,56.943481,-11.628094,0.037115,0.023300,1.207352
3327005542,34.002434,46.482929,-11.168544,-0.021670,-0.032338,1.053896
3327025600,17.801643,52.849449,-8.254980,-0.022509,-0.005316,0.916753
3327045658,8.198160,63.934597,-7.407191,0.007581,0.013061,0.920488
3327065716,11.815455,67.192474,-3.655523,0.068655,0.084675,0.993537
3327085776,38.996868,50.444565,-3.814104,0.045405,0.133972,1.038253
3327105834,34.867027,38.192352,-0.486530,-0.071511,0.024536,1.082339
3327125892,-20.626411,11.064679,5.222608,-0.062697,-0.023866,1.322855
3327145950,40.518047,4.928557,-9.106984,0.026149,0.087654,1.546400
3327166007,22.308069,-9.994539,-3.863192,-0.131323,0.046700,1.128769
3327186065,4.759303,7.384720,-4.953942,-0.044365,0.060498,1.002724
3327206123,0.913264,5.682530,-3.172224,0.013074,0.081113,1.005214
3327226181,-1.716895,2.327052,-1.273082,-0.026983,0.051151,1.014191
3327246239,-4.570203,1.503204,-1.387432,-0.053653,0.054014,1.007821
3327266298,-3.130060,2.407031,-0.186725,-0.059094,0.075787,1.012038
3327286357,0.250256,3.925580,6.675061,-0.073864,0.114380,1.146790
3327306415,4.860063,-13.210070,9.133215,-0.109437,0.042942,1.319229
3327326473,21.396326,-41.631676,-0.011233,-0.142601,0.054817,1.357242
3327346553,9.203831,-53.336475,-2.975144,-0.129987,0.120126,1.344985
3327366588,6.458413,-69.894600,-4.269062,-0.099142,0.154917,1.406110
3327386646,18.890564,-101.339073,-19.329542,-0.069280,0.194596,1.412888
3327406705,2.855808,-114.694283,-8.228546,0.052922,0.157371,1.478443
3327426763,3.813056,-126.205254,-18.302296,0.057203,0.220160,1.250054
3327446822,13.930023,-122.564407,-3.337510,0.176107,0.340340,1.068420
3327466881,7.393500,-111.318764,15.159538,0.215458,0.297354,1.115701
3327486939,2.776764,-113.091095,16.835403,0.292789,0.306279,1.035959
3327506997,8.560297,-103.808586,20.932753,0.305881,0.313141,0.866828
3327527055,10.851674,-82.905540,19.438864,0.255325,0.262578,0.764917
3327547112,-7.779038,-73.334183,20.293594,0.357543,0.219062,0.827157
3327567170,-17.067558,-34.042267,24.196795,0.414633,0.225572,0.801885
3327587228,-4.807572,-21.343428,26.899633,0.406626,0.364751,0.584730
3327607286,2.005783,-12.135685,39.958893,0.394036,0.362571,0.575213
3327627345,-4.747543,-9.898187,51.207092,0.374109,0.312977,0.690600
3327647403,-8.820437,-19.415630,46.479652,0.409340,0.316523,0.675805
3327667462,-15.882195,-13.592113,55.492069,0.375292,0.260974,0.497909
3327687521,-8.133801,-1.659905,60.143738,0.387585,0.231314,0.513703
3327707579,-13.537025,15.302730,65.765175,0.330059,0.107437,0.589439
3327727637,-11.705343,24.823269,59.274235,0.289997,0.070472,0.571950
3327747694,19.828850,26.747614,52.256435,0.271421,0.056255,0.523414
3327767752,54.616547,33.306126,44.070953,0.207255,-0.022198,0.439345
3327787810,45.817436,54.495556,50.609257,0.177285,-0.139979,0.517720
3327807869,30.627136,63.653389,54.171265,0.142153,-0.237390,0.605349
3327827926,37.075661,68.724983,47.385487,0.141732,-0.239386,0.544612
3327847985,32.882221,77.526756,45.211399,-0.023209,-0.317190,0.489112
3327868044,6.273565,93.534157,37.979446,-0.038805,-0.316558,0.618342
3327888102,-6.166461,89.522583,34.750149,0.002117,-0.230555,0.762187
3327908161,10.483729,78.536751,23.621538,-0.005489,-0.316282,0.699601
3327928219,23.840679,70.469223,11.776625,-0.124935,-0.365750,0.898043
3327948275,-1.250764,58.266102,-7.081543,-0.094607,-0.424722,1.068021
3327968333,4.104078,50.229248,-15.646664,0.003964,-0.179638,1.060120
3327988391,61.629749,30.767462,-24.611546,0.008923,0.052198,0.986484
3328008450,63.931072,18.401773,-17.702877,-0.149161,-0.038359,0.998665
3328028508,36.299606,43.825939,-23.174225,-0.044845,-0.131525,1.294650
3328048566,9.323869,13.220653,-38.975254,0.012670,-0.106466,1.383384
3328068625,1.778650,-5.653324,-46.088089,0.025833,0.112658,1.250570
3328088684,-10.600484,6.466013,-25.042372,0.021610,0.233654,1.190309
3328108742,-15.137990,12.072168,-13.373240,0.080882,0.173385,1.281576
3328128800,-9.040385,7.187881,-13.009642,0.114417,0.131763,1.258769
3328148857,-5.259294,17.262037,-7.255977,-0.000610,0.142378,1.204682
3328168915,-5.847303,92.344185,-17.423994,0.029588,0.070050,1.200762
3328188973,-117.108917,103.306953,-1.128856,0.190439,0.206117,2.397859
3328209031,-58.257847,-3.447043,-10.514494,-0.027873,-0.185509,1.078835
3328229089,-20.162693,-1.886200,-5.393085,-0.036502,0.065510,0.995792
3328249147,-13.795967,1.292028,-3.325237,-0.014151,0.024470,0.993110
3328269207,-10.242061,1.550238,-0.598808,-0.012153,0.002289,0.993121
3328289265,-2.455934,0.845994,-0.388190,-0.019918,0.006729,0.999858
3328309323,-0.610793,-1.289030,-3.158641,-0.013920,0.008698,1.006060
3328329381,-1.879687,-0.782275,-1.932614,-0.029406,0.026382,1.001012
3328349438,-2.888756,-0.905012,-0.062421,-0.021569,0.014192,1.000656
3328369497,-2.514237,-1.416899,0.177915,-0.018014,0.013551,1.000457
3328389554,-1.896092,-1.323297,0.139233,-0.015570,0.011013,1.001352
3328409613,-1.855215,-0.457813,4.081067,-0.017644,0.037695,1.005850
3328429671,-3.621692,1.351836,13.059492,-0.014058,0.018999,1.008953
3328449730,-7.228119,-3.436055,16.431690,-0.014424,0.045921,1.062739
3328469788,-16.518339,-16.503178,21.800516,-0.035432,0.053439,1.215599
3328489847,-22.881525,-36.874405,26.348969,0.084254,0.010440,1.599066
3328509905,-18.433266,-68.057495,27.462868,0.055562,-0.014149,1.636018
3328529962,4.172880,-76.195160,17.416674,0.034273,-0.100541,1.499936
3328550020,30.988060,-86.007309,6.277011,0.012402,-0.203490,1.467011
3328570078,17.783566,-80.884148,-18.134628,0.077357,-0.395391,1.548902
3328590136,-28.339722,-88.934135,-22.854023,0.070328,-0.450897,1.586331
3328610194,-58.404881,-83.447838,-23.033661,0.046177,-0.204604,1.249372
3328630252,-49.681568,-76.037872,-17.312746,0.094177,-0.055243,1.027772
3328650312,-28.964031,-81.432831,-19.824133,0.088312,-0.166599,1.044226
3328670370,-36.393562,-80.805496,-34.042919,0.093146,-0.194330,0.974113
3328690437,-59.845425,-77.816269,-25.796589,0.127119,-0.163264,0.878717
3328710486,-53.627644,-76.199646,-25.279089,0.167979,-0.133813,0.812020
3328730543,-30.639416,-73.342804,-28.339249,0.210956,-0.108483,0.760002
3328750601,-21.907867,-64.963882,-24.779104,0.261498,-0.125986,0.776378
3328770659,-31.139215,-52.090382,-16.497936,0.310369,-0.120230,0.800309
3328790717,-43.167530,-45.121910,-11.749560,0.321487,-0.145334,0.799611
3328810775,-26.847460,-52.612904,-26.274090,0.362110,-0.211469,0.649413
3328830834,-0.766043,-14.956966,-28.303440,0.303786,-0.280389,0.564709
3328850893,9.081406,-14.941652,-29.762903,0.286790,-0.331078,0.444455
3328870952,10.129718,0.796798,-24.328337,0.317467,-0.289836,0.435541
3328891010,0.841205,16.847399,-25.205502,0.282781,-0.346100,0.406965
3328911068,-2.236493,38.508293,-32.521416,0.179720,-0.349845,0.153404
3328931125,1.994872,77.186653,-30.316971,0.135740,-0.214408,0.010505
3328951183,14.994204,91.449852,-20.739706,0.199930,-0.165715,0.370110
3328971241,3.457833,74.749352,-23.811577,0.250963,-0.138963,0.673066
3328991299,6.449432,65.022491,-32.832893,0.118961,0.038744,0.340685
3329011358,26.712494,91.538651,-39.649860,0.000874,0.069268,0.199389
3329031415,31.117699,109.574684,-36.221378,0.058740,0.137702,0.577537
3329051475,12.501409,95.632126,-30.589417,0.196087,0.302021,1.012666
3329071533,2.557654,81.122925,-34.276356,0.152235,0.293129,0.993516
3329091591,1.918783,77.107224,-38.663578,0.109830,0.366760,0.912177
3329111649,16.207594,74.224266,-26.477314,0.113774,0.364947,0.947846
3329131706,8.501111,69.896721,-14.184144,0.109290,0.245543,1.229951
3329151764,-48.202812,65.370865,-14.262705,0.045779,0.155550,1.320705
3329171823,-62.311073,55.562534,-12.008546,0.167100,0.326854,1.360937
3329191881,-14.555084,22.317604,0.443549,0.208263,0.396575,1.277104
3329211939,26.054642,29.289064,-6.582596,0.048720,0.135981,0.934852
3329231997,15.990364,103.409782,5.651965,-0.068074,-0.079200,1.359583
3329252057,-8.867579,57.546413,-6.568760,-0.015036,-0.084738,1.224634
3329272115,-4.818199,70.021667,-5.797993,-0.012599,0.039777,1.179783
3329292173,2.509431,55.394199,0.309689,-0.053918,0.083683,1.098431
3329312230,2.930413,57.487453,12.192618,-0.064960,-0.000611,1.173048
3329332288,10.673615,46.096455,9.576343,-0.100185,-0.067753,1.138562
3329352346,19.857552,43.911232,2.771884,-0.154313,-0.111851,1.011244
3329372404,10.280814,52.001343,4.158269,-0.192950,-0.089599,0.980535
3329392462,15.870763,40.289120,2.955279,-0.185373,-0.106587,1.304599
3329412520,105.229950,-96.126732,-18.048742,-0.026221,-0.000012,1.582151
3329432580,61.007317,-27.051294,-11.940441,-0.233615,0.007804,1.069633
3329452638,37.904449,-36.046860,-7.345947,-0.103935,0.061455,1.098743
3329472696,13.417300,-21.305290,-3.984955,-0.078217,0.051253,1.011405
3329492754,14.179786,-19.943443,-5.274960,-0.068257,0.044129,0.982755
3329512811,16.681576,-19.671522,-3.851140,-0.055105,0.048754,0.991433
3329532869,12.082948,-12.279993,-3.118788,-0.061439,0.064416,1.037205
3329552928,5.196038,-6.187415,-1.985920,-0.052858,0.061029,1.009400
3329572985,2.201911,-4.885198,-1.728472,-0.045356,0.060074,0.996781
3329593044,1.343500,-2.908719,-0.990103,-0.050291,0.058996,0.997704
3329613102,1.051551,-1.720494,-0.791599,-0.051106,0.062686,1.002847
3329633161,1.699232,-1.032570,-0.689382,-0.050685,0.057560,0.999445
3329653220,1.575623,-0.581300,0.206200,-0.049131,0.061394,1.009831
3329673278,-1.754068,0.158824,1.048260,-0.045480,0.059442,1.014664
3329693336,-8.522597,3.040948,3.008152,-0.071388,0.055855,1.043590
3329713392,-38.016102,23.023172,5.685342,-0.116488,0.015206,1.230376
3329733450,-98.065102,13.342267,15.781443,-0.118161,-0.115772,1.614370
3329753509,-62.715378,-43.582180,-5.250887,-0.056490,0.135913,1.809758
3329773567,-17.649042,-99.940514,-2.799498,-0.045945,0.164347,1.678103
3329793625,-1.133867,-122.600800,-6.461554,-0.052592,0.119074,1.485282
3329813683,-13.516192,-127.578918,-4.562463,-0.014268,0.125376,1.342810
3329833743,-22.788448,-131.637573,0.258616,0.077005,0.202087,1.252998
3329853801,-13.855722,-136.622849,5.323683,0.103770,0.211089,1.142022
3329873859,-14.598052,-143.764664,10.377671,0.072370,0.130884,1.171333
3329893917,-31.721380,-164.133255,21.102127,0.253189,0.073031,1.015189
3329913974,-32.951496,-93.488670,18.903490,0.187440,0.068048,1.072847
3329934032,-34.715286,-94.196877,12.493872,0.242502,0.153841,0.831471
3329954090,-32.283012,-82.952972,30.524712,0.317160,0.162519,0.684181
3329974148,-20.969540,-58.133259,39.009811,0.314101,0.129593,0.612154
3329994206,-11.694084,-55.450607,41.107567,0.319821,0.155418,0.613616
3330014264,-17.861134,-69.111328,37.663170,0.341383,0.130673,0.534754
3330034324,-24.945652,-42.988705,47.676880,0.395498,0.104856,0.416469
3330054382,-13.161086,-27.356918,56.379696,0.377822,0.074841,0.352345
3330074440,8.587042,-27.601606,62.053429,0.363976,0.048200,0.367980
3330094511,10.117887,-20.300814,70.647491,0.357240,0.020495,0.378014
3330114556,19.533020,9.074125,69.665543,0.303325,-0.024011,0.307533
3330134614,36.681538,37.587883,68.397461,0.293997,-0.086987,0.378114
3330154672,42.507500,52.257027,75.922569,0.247183,-0.165854,0.525978
3330174730,38.736622,59.106022,73.812088,0.187982,-0.264883,0.630869
3330194788,45.300377,59.242073,65.729553,0.184621,-0.304205,0.677765
3330214847,52.631542,51.283981,57.619114,0.168132,-0.368030,0.762269
3330234906,43.928799,38.170490,46.881542,0.111272,-0.452157,0.762320
3330254964,41.520020,45.447147,32.137417,0.110524,-0.431075,0.657080
3330275022,46.872330,49.947205,31.361858,0.107471,-0.336531,0.570591
3330295079,36.107407,61.281620,33.197411,0.056631,-0.336518,0.672714
3330315137,24.834332,59.195721,27.872131,0.090623,-0.370988,0.873867
3330335195,32.339653,59.478775,16.599829,0.113712,-0.276864,0.792707
3330355253,55.369415,59.437317,14.437398,0.023597,-0.087614,0.663944
3330375311,49.113724,91.124252,19.127945,-0.026620,-0.079152,0.879003
3330395369,29.682350,89.466049,20.274136,0.028047,-0.247457,1.270306
3330415429,40.613316,58.151512,2.379109,0.082766,-0.189221,1.219238
3330435487,55.856327,47.534134,-6.349184,-0.015483,-0.001692,1.012076
3330455545,37.544525,59.543270,0.707070,-0.053898,-0.018474,1.117081
3330475603,16.610542,51.442673,2.594801,0.027202,-0.172529,1.368885
3330495660,24.043509,32.302277,-7.254848,0.036696,-0.103295,1.262024
3330515718,38.169174,28.502251,-6.990571,-0.054075,0.040040,1.149630
3330535776,26.731421,28.635359,5.374658,-0.061507,-0.022542,1.327880
3330555834,24.959225,60.031029,-1.060235,0.063681,-0.065893,1.442543
3330575893,32.082527,32.898727,-1.955753,0.001639,0.026396,1.327243
3330595951,35.842937,37.176388,2.252002,-0.098073,0.122482,1.076373
3330616010,4.562424,46.113689,6.795145,-0.098166,0.040093,1.133934
3330636068,-102.928757,-31.168863,21.370007,0.103438,-0.000246,2.048975
3330656127,16.764906,6.755478,-11.593749,-0.073035,0.067290,1.006854
