Timestamp (us),W,X,Y,Z
3333885481,0.062565,-0.029156,0.003648,0.997730
3333905539,0.062721,-0.029112,0.003663,0.997722
3333925597,0.062844,-0.029117,0.003678,0.997714
3333945656,0.062916,-0.029098,0.003661,0.997710
3333965714,0.062999,-0.029093,0.003653,0.997705
3333985773,0.063141,-0.029070,0.003654,0.997696
3334005851,0.063284,-0.028975,0.003641,0.997690
3334025888,0.063405,-0.028938,0.003654,0.997683
3334045945,0.063490,-0.028916,0.003659,0.997679
3334066004,0.063578,-0.028879,0.003680,0.997674
3334086062,0.063636,-0.028868,0.003694,0.997671
3334106120,0.063692,-0.028849,0.003713,0.997667
3334126179,0.063653,-0.028811,0.003735,0.997671
