Timestamp (us),Temperature (degC)
3323726033,44.500000
3324728943,44.450001
3325731851,44.375000
3326734758,44.500000
3327737666,44.500000
3328740572,44.424999
3329743480,44.375000
3330746386,44.375000
3331749293,44.375000
3332752199,44.375000
3333755105,44.375000
