Timestamp (us),W,X,Y,Z
89267528204,-0.139042,0.415318,0.284275,0.853001
89267548260,-0.106742,0.457423,0.338838,0.815356
89267568317,-0.074536,0.498909,0.385957,0.772540
89267588375,-0.039864,0.542516,0.427171,0.722398
89267608431,-0.009070,0.584668,0.474397,0.658237
89267628487,0.014761,0.620390,0.521722,0.585622
89267648542,0.031795,0.650500,0.563697,0.508262
89267668599,0.057874,0.676056,0.589734,0.438245
89267688655,0.088291,0.695696,0.607080,0.374047
89267708712,0.113908,0.708784,0.621641,0.313779
89267728768,0.132634,0.717318,0.634308,0.256438
89267748826,0.147487,0.721265,0.643767,0.209360
89267768883,0.160605,0.722285,0.648283,0.180231
89267788939,0.173980,0.720571,0.649326,0.170668
89267808995,0.189012,0.717198,0.646806,0.178289
89267829051,0.200840,0.712291,0.644944,0.191301
89267849107,0.207550,0.706668,0.644269,0.206651
89267869163,0.213412,0.700287,0.641046,0.230991
89267889220,0.216685,0.693049,0.635054,0.263971
89267909277,0.215650,0.684342,0.624547,0.308800
89267929334,0.213217,0.671979,0.606702,0.367614
89267949391,0.204377,0.658494,0.585264,0.426996
89267969447,0.192171,0.642631,0.558689,0.488065
89267989502,0.181690,0.621113,0.521702,0.556130
89268009559,0.171931,0.591122,0.471296,0.631777
89268029615,0.162034,0.556522,0.409301,0.704803
89268049672,0.146660,0.524369,0.353938,0.760593
89268069728,0.126169,0.491903,0.297933,0.808452
89268089786,0.099714,0.454646,0.234603,0.853558
89268109842,0.068721,0.410952,0.164547,0.894185
89268129899,0.038909,0.363875,0.089860,0.926419
89268149956,0.010253,0.315075,-0.000131,0.949142
89268170010,-0.017284,0.260548,-0.096910,0.960559
89268190067,-0.048646,0.203026,-0.188414,0.959772
89268210123,-0.076249,0.152085,-0.268893,0.948156
89268230180,-0.103054,0.106418,-0.349368,0.925335
89268250236,-0.132724,0.061673,-0.417424,0.896986
89268270294,-0.159609,0.017822,-0.454348,0.876368
89268290351,-0.174666,-0.029275,-0.499352,0.848250
89268310407,-0.186787,-0.068396,-0.546848,0.813409
89268330462,-0.201032,-0.092116,-0.574287,0.788378
89268350519,-0.219775,-0.111108,-0.593123,0.766683
89268370575,-0.233056,-0.134181,-0.618597,0.738418
89268390631,-0.240031,-0.151562,-0.638872,0.715193
89268410688,-0.247194,-0.160380,-0.651736,0.699040
89268430746,-0.256327,-0.168595,-0.665240,0.680861
89268450802,-0.259703,-0.176710,-0.679143,0.663579
89268470858,-0.257954,-0.180435,-0.688640,0.653393
89268490915,-0.256007,-0.178435,-0.692703,0.650406
89268510970,-0.249817,-0.174297,-0.698303,0.647941
89268531027,-0.240947,-0.169157,-0.702001,0.648667
89268551083,-0.231942,-0.159087,-0.699286,0.657371
89268571139,-0.219718,-0.142720,-0.694566,0.670206
89268591196,-0.205283,-0.123180,-0.689199,0.684057
89268611254,-0.189727,-0.101770,-0.675383,0.705513
89268631310,-0.173572,-0.075821,-0.645151,0.740371
89268651367,-0.156549,-0.044563,-0.602434,0.781553
89268671421,-0.136126,-0.009933,-0.557823,0.818810
89268691478,-0.109584,0.026133,-0.510659,0.852515
89268711534,-0.077751,0.069388,-0.428869,0.897475
89268731591,-0.044559,0.119093,-0.311975,0.941676
89268751647,-0.011253,0.166537,-0.210000,0.963476
89268771705,0.017524,0.213839,-0.119468,0.969505
89268791762,0.040686,0.265297,-0.012167,0.963360
89268811818,0.060591,0.313758,0.095015,0.942924
89268831875,0.077708,0.354365,0.192363,0.911938
89268851930,0.087316,0.390381,0.290255,0.869471
89268871986,0.089776,0.425591,0.384363,0.814448
89268892043,0.091711,0.456115,0.462049,0.755186
89268912099,0.092652,0.479467,0.532094,0.691845
89268932156,0.094516,0.497854,0.594139,0.624862
89268952213,0.102516,0.513576,0.641039,0.561288
89268972270,0.108097,0.528216,0.676455,0.501952
89268992326,0.107431,0.541868,0.703923,0.446738
89269012381,0.107401,0.550380,0.719356,0.410265
89269032438,0.111743,0.557037,0.726919,0.386078
89269052494,0.116981,0.566504,0.734174,0.355838
89269072550,0.117023,0.575393,0.744106,0.319028
89269092607,0.112767,0.580904,0.753489,0.286935
89269112665,0.111754,0.585079,0.758550,0.264648
89269132721,0.115207,0.588142,0.761270,0.248050
89269152778,0.119606,0.591015,0.761619,0.237856
89269172834,0.123618,0.593675,0.759377,0.236344
89269192889,0.126381,0.595536,0.757990,0.234646
89269212946,0.112989,0.601027,0.763180,0.209284
89269233002,0.098442,0.603501,0.766709,0.196204
89269253058,0.103942,0.599284,0.764631,0.213630
89269273115,0.114994,0.594713,0.760253,0.235268
89269293173,0.118835,0.593471,0.755912,0.250024
89269313229,0.120835,0.593119,0.747139,0.275018
89269333286,0.125515,0.591387,0.733099,0.311956
89269353341,0.131880,0.587838,0.714628,0.355816
89269373397,0.139699,0.581748,0.689335,0.408798
89269393454,0.144168,0.573462,0.657027,0.467886
89269413510,0.146078,0.564782,0.615810,0.529817
89269433567,0.148901,0.553040,0.563773,0.595300
89269453624,0.151961,0.535850,0.502417,0.661511
89269473681,0.153884,0.515217,0.429507,0.725701
89269493738,0.156447,0.491547,0.339933,0.786511
89269513793,0.157987,0.461959,0.237151,0.840025
89269533849,0.152191,0.422247,0.122422,0.885329
89269553906,0.143842,0.374931,-0.005004,0.915949
89269573962,0.137367,0.323764,-0.141817,0.925444
89269594019,0.127084,0.275105,-0.276356,0.912165
89269614076,0.116277,0.226799,-0.393946,0.883231
89269634133,0.102855,0.183099,-0.482473,0.850507
89269654189,0.086575,0.147484,-0.549792,0.817757
89269674245,0.073374,0.116632,-0.596185,0.791089
89269694301,0.060895,0.087659,-0.630561,0.768924
89269714357,0.042272,0.060992,-0.652969,0.753902
89269734414,0.028754,0.031056,-0.678968,0.733113
89269754470,0.018189,-0.000130,-0.708194,0.705957
89269774526,0.000532,-0.028650,-0.727952,0.685207
89269794584,-0.019047,-0.055150,-0.740038,0.670212
89269814640,-0.038964,-0.080612,-0.750616,0.654831
89269834697,-0.060363,-0.101326,-0.759283,0.640173
89269854752,-0.083040,-0.118677,-0.766822,0.625498
89269874809,-0.103244,-0.134941,-0.774359,0.609708
89269894865,-0.117817,-0.148291,-0.780254,0.596302
89269914921,-0.126202,-0.157515,-0.784066,0.587150
89269934978,-0.130066,-0.163259,-0.786283,0.581748
89269955036,-0.131134,-0.166090,-0.787352,0.579256
89269975092,-0.129734,-0.167596,-0.786969,0.579658
89269995149,-0.125591,-0.167079,-0.784458,0.584106
89270015205,-0.119630,-0.164060,-0.780973,0.590845
89270035260,-0.113070,-0.157336,-0.776192,0.600191
89270055316,-0.105303,-0.147992,-0.769205,0.612843
89270075372,-0.095831,-0.137460,-0.757145,0.631583
89270095429,-0.083914,-0.124745,-0.737273,0.658839
89270115486,-0.069063,-0.108451,-0.705928,0.696692
89270135543,-0.052107,-0.088075,-0.665611,0.739415
89270155600,-0.034539,-0.063685,-0.617102,0.783698
89270175656,-0.019139,-0.032190,-0.562175,0.826319
89270195711,-0.001555,0.006883,-0.497633,0.867501
89270215768,0.014732,0.048013,-0.420815,0.905892
89270235824,0.026397,0.090463,-0.324833,0.941197
89270255881,0.034378,0.135455,-0.217164,0.966208
89270275937,0.041099,0.180098,-0.110430,0.976693
89270295995,0.046903,0.223739,-0.004063,0.973639
89270316051,0.053571,0.265610,0.088887,0.958607
89270336108,0.064754,0.304694,0.165657,0.935827
89270356164,0.076038,0.342371,0.240047,0.905331
89270376219,0.081902,0.378105,0.319906,0.865006
89270396276,0.079691,0.410089,0.400834,0.815509
89270416332,0.070935,0.437096,0.478719,0.758281
89270436389,0.055905,0.460258,0.552871,0.692544
89270456445,0.049418,0.481495,0.607814,0.629704
89270476503,0.052541,0.500370,0.650149,0.569580
89270496559,0.053659,0.517071,0.690331,0.503436
89270516616,0.046489,0.533714,0.727024,0.429733
89270536671,0.036642,0.548622,0.754515,0.358641
89270556728,0.037723,0.559767,0.768021,0.309233
89270576784,0.045803,0.569905,0.772847,0.275792
89270596840,0.048125,0.577894,0.776852,0.245902
89270616896,0.046165,0.582075,0.781626,0.219912
89270636954,0.047752,0.584148,0.785623,0.198821
89270657011,0.054669,0.586465,0.786933,0.184527
89270677067,0.065113,0.588730,0.785242,0.181098
89270697145,0.074473,0.588876,0.783427,0.184834
89270717179,0.078684,0.588415,0.782437,0.188711
89270737235,0.079889,0.589792,0.780074,0.193623
89270757292,0.083698,0.590998,0.774797,0.208923
89270777348,0.090614,0.590377,0.766204,0.237527
89270797405,0.100296,0.589587,0.752171,0.277146
89270817463,0.111869,0.589247,0.730405,0.327148
89270837519,0.123845,0.587123,0.700172,0.387237
89270857575,0.135709,0.580829,0.660504,0.456291
89270877630,0.146572,0.570710,0.612289,0.527404
89270897686,0.154550,0.555320,0.555025,0.599940
89270917743,0.163673,0.533459,0.483105,0.674900
89270937799,0.174243,0.506966,0.395033,0.746205
89270957856,0.179138,0.478649,0.298603,0.806157
89270977914,0.177691,0.448387,0.196490,0.853824
89270997970,0.169140,0.415538,0.093121,0.888986
89271018027,0.153830,0.382671,-0.007689,0.911091
89271038084,0.134706,0.349185,-0.108476,0.921089
89271058138,0.118577,0.312084,-0.219352,0.916884
89271078194,0.105079,0.269037,-0.340631,0.894873
89271098251,0.087651,0.227469,-0.447897,0.860355
89271118307,0.065094,0.193166,-0.527257,0.825043
89271138364,0.043951,0.164873,-0.588754,0.790252
89271158421,0.025234,0.139251,-0.637959,0.757116
89271178478,0.009533,0.115872,-0.673848,0.729832
89271198534,-0.007626,0.096038,-0.696423,0.711307
89271218589,-0.026703,0.079317,-0.715574,0.693681
89271238646,-0.043933,0.065133,-0.733251,0.675584
89271258702,-0.060569,0.050252,-0.745582,0.661935
89271278759,-0.078011,0.030011,-0.756187,0.649183
89271298815,-0.092662,0.006818,-0.766868,0.635235
89271318873,-0.108371,-0.006231,-0.773169,0.625036
89271338929,-0.123999,-0.012905,-0.778695,0.615090
89271358985,-0.139615,-0.023304,-0.785673,0.602433
89271379041,-0.152435,-0.036644,-0.787515,0.596226
89271399097,-0.161513,-0.049578,-0.788648,0.591382
89271419154,-0.171658,-0.058347,-0.788087,0.588466
89271439210,-0.179970,-0.062876,-0.786684,0.587391
89271459266,-0.184657,-0.063655,-0.784438,0.588855
89271479323,-0.184894,-0.060241,-0.780596,0.594221
89271499381,-0.181340,-0.053463,-0.774094,0.604383
89271519437,-0.174398,-0.044194,-0.764637,0.619036
89271539493,-0.164247,-0.032409,-0.747234,0.643318
89271559548,-0.151429,-0.017781,-0.719063,0.678194
89271579605,-0.136218,0.000252,-0.680210,0.720419
89271599661,-0.121405,0.024804,-0.632158,0.765028
89271619718,-0.109727,0.056423,-0.573651,0.809906
89271639774,-0.097636,0.088791,-0.509630,0.850357
89271659832,-0.083546,0.119378,-0.439730,0.886370
89271679888,-0.071218,0.150772,-0.355737,0.919725
89271699945,-0.056175,0.183503,-0.266693,0.944613
89271720006,-0.037884,0.217960,-0.179057,0.958772
89271740056,-0.022048,0.253549,-0.082607,0.963665
89271760112,-0.011935,0.290341,0.033678,0.956386
89271780169,-0.006483,0.324785,0.145976,0.934565
89271800225,-0.003773,0.356462,0.245482,0.901613
89271820282,-0.001381,0.385939,0.333375,0.860324
89271840339,0.005790,0.414484,0.412761,0.811199
89271860396,0.011234,0.442367,0.489510,0.751540
89271880452,0.011413,0.467344,0.559872,0.684287
89271900507,0.008254,0.488489,0.621517,0.612596
89271920564,0.003950,0.508088,0.674966,0.535256
89271940620,0.000372,0.527971,0.714848,0.458787
89271960677,0.003433,0.546335,0.737293,0.397682
89271980733,0.018827,0.562104,0.743450,0.362231
89272000791,0.032704,0.573955,0.746446,0.335511
89272020847,0.038483,0.582287,0.749663,0.312585
89272040903,0.049753,0.586832,0.747069,0.308680
89272060959,0.069445,0.586596,0.740846,0.320115
89272081015,0.083159,0.583699,0.737003,0.330832
89272101071,0.091779,0.578187,0.732574,0.347642
89272121128,0.098773,0.570231,0.724927,0.373904
89272141184,0.102293,0.562153,0.715425,0.402406
89272161242,0.107710,0.552384,0.699586,0.440561
89272181299,0.118357,0.538114,0.672091,0.494938
89272201355,0.130997,0.515540,0.632079,0.563721
89272221411,0.141805,0.482213,0.578957,0.642197
89272241467,0.145122,0.442001,0.519071,0.717208
89272261523,0.139409,0.396969,0.456491,0.784120
89272281579,0.116457,0.355494,0.379756,0.846224
89272301636,0.090210,0.316435,0.296158,0.896810
89272321692,0.070853,0.273221,0.213685,0.935369
89272341750,0.054856,0.226568,0.137032,0.962874
89272361806,0.043515,0.192866,0.084996,0.976693
89272381863,0.041157,0.171688,0.028912,0.983991
89272401918,0.034092,0.157394,-0.042122,0.986173
89272421974,0.019665,0.142149,-0.114447,0.983135
89272442031,0.003097,0.125465,-0.169066,0.977706
89272462087,-0.004970,0.107881,-0.192684,0.975425
89272482143,-0.002617,0.092310,-0.185702,0.978381
89272502202,0.001821,0.077720,-0.167173,0.982982
89272522258,0.001704,0.066507,-0.151414,0.986353
89272542314,0.001682,0.052758,-0.143848,0.988314
89272562371,0.002296,0.040538,-0.136739,0.989897
89272582425,-0.002533,0.034945,-0.124714,0.991697
89272602482,-0.005948,0.035812,-0.101740,0.994271
89272622539,-0.006743,0.035356,-0.079710,0.996290
89272642595,-0.011803,0.030145,-0.065007,0.997482
89272662651,-0.019522,0.025442,-0.048995,0.998406
89272682709,-0.026509,0.015450,-0.027098,0.999284
89272702765,-0.022900,-0.004325,0.004396,0.999841
89272722822,-0.019544,-0.015408,0.006369,0.999792
89272742876,-0.025059,-0.016650,0.006400,0.999649
89272762933,-0.041876,-0.005423,-0.010176,0.999178
89272782989,-0.055640,-0.005541,-0.008033,0.998525
89272803046,-0.061901,-0.004898,-0.009459,0.998147
89272823102,-0.072114,-0.004417,-0.011225,0.997445
89272843160,-0.092801,-0.002690,-0.015962,0.995675
89272863217,-0.114794,-0.003154,-0.014738,0.993397
89272883273,-0.121501,-0.003036,-0.015596,0.992587
89272903329,-0.119423,-0.002856,-0.014769,0.992852
89272923384,-0.118306,-0.002235,-0.015376,0.992978
89272943441,-0.118119,-0.002054,-0.014520,0.993014
89272963497,-0.118397,-0.001757,-0.014217,0.992986
89272983553,-0.118669,-0.001710,-0.014246,0.992953
89273003610,-0.118759,-0.001690,-0.014015,0.992945
89273023667,-0.118609,-0.001753,-0.013788,0.992966
89273043724,-0.118623,-0.001833,-0.013587,0.992967
89273063780,-0.118560,-0.001875,-0.013413,0.992977
89273083835,-0.118620,-0.001985,-0.013250,0.992972
89273103891,-0.118831,-0.002044,-0.013105,0.992948
89273123948,-0.118857,-0.002114,-0.012970,0.992947
89273144005,-0.119058,-0.002241,-0.012767,0.992925
89273164061,-0.119426,-0.002300,-0.012593,0.992883
89273184119,-0.119523,-0.002353,-0.012484,0.992873
89273204175,-0.119697,-0.002419,-0.012382,0.992853
89273224231,-0.119738,-0.002495,-0.012285,0.992849
89273244288,-0.119862,-0.002573,-0.012153,0.992835
89273264343,-0.119970,-0.002616,-0.011978,0.992824
89273284399,-0.119883,-0.002672,-0.011833,0.992836
89273304455,-0.119777,-0.002745,-0.011726,0.992850
89273324512,-0.119725,-0.002824,-0.011600,0.992858
89273344568,-0.119674,-0.002907,-0.011482,0.992865
89273364626,-0.119519,-0.002974,-0.011308,0.992886
89273384683,-0.119335,-0.003009,-0.011212,0.992909
89273404739,-0.119242,-0.003107,-0.010993,0.992922
89273424794,-0.119277,-0.003167,-0.010974,0.992918
89273444850,-0.119443,-0.003249,-0.010848,0.992899
89273464907,-0.119555,-0.003296,-0.010803,0.992886
89273484963,-0.119588,-0.003370,-0.010712,0.992883
89273505020,-0.119796,-0.003441,-0.010803,0.992856
89273525077,-0.119981,-0.003567,-0.010463,0.992837
89273545134,-0.120024,-0.003573,-0.010452,0.992832
89273565190,-0.120224,-0.003642,-0.010412,0.992808
89273585248,-0.120424,-0.003719,-0.010416,0.992783
89273605301,-0.120671,-0.003745,-0.010330,0.992754
89273625358,-0.120805,-0.003778,-0.010307,0.992738
89273645414,-0.120922,-0.003832,-0.010214,0.992725
89273665471,-0.120927,-0.003829,-0.010171,0.992724
89273685527,-0.120884,-0.003880,-0.010075,0.992730
89273705584,-0.120893,-0.003939,-0.009967,0.992730
89273725641,-0.120969,-0.004012,-0.009886,0.992721
89273745697,-0.121060,-0.004055,-0.009832,0.992711
89273765752,-0.121206,-0.004142,-0.009777,0.992693
89273785809,-0.121354,-0.004170,-0.009646,0.992676
89273805865,-0.121542,-0.004194,-0.009614,0.992653
89273825921,-0.121662,-0.004189,-0.009475,0.992640
89273845978,-0.121667,-0.004243,-0.009425,0.992640
89273866035,-0.121656,-0.004310,-0.009341,0.992642
89273886092,-0.121689,-0.004389,-0.009257,0.992638
89273906148,-0.121806,-0.004443,-0.009140,0.992624
89273926203,-0.121908,-0.004512,-0.009041,0.992612
89273946260,-0.121956,-0.004572,-0.008947,0.992607
89273966316,-0.122015,-0.004621,-0.008896,0.992600
89273986372,-0.122079,-0.004687,-0.008712,0.992594
89274006429,-0.122217,-0.004717,-0.008713,0.992576
89274026487,-0.122322,-0.004773,-0.008611,0.992564
89274046543,-0.122382,-0.004855,-0.008563,0.992557
89274066599,-0.122408,-0.004903,-0.008549,0.992554
89274086656,-0.122412,-0.004906,-0.008503,0.992553
89274106711,-0.122418,-0.004964,-0.008448,0.992553
89274126767,-0.122406,-0.004996,-0.008367,0.992555
89274146824,-0.122352,-0.005034,-0.008288,0.992562
89274166880,-0.122288,-0.005085,-0.008228,0.992570
89274186936,-0.122351,-0.005181,-0.008132,0.992563
89274206994,-0.122555,-0.005261,-0.008043,0.992538
89274227050,-0.122733,-0.005282,-0.007961,0.992516
89274247107,-0.122902,-0.005362,-0.007800,0.992496
89274267162,-0.123107,-0.005380,-0.007800,0.992471
89274287219,-0.123231,-0.005398,-0.007687,0.992456
89274307275,-0.123406,-0.005450,-0.007579,0.992435
89274327331,-0.123499,-0.005418,-0.007503,0.992424
89274347387,-0.123580,-0.005501,-0.007376,0.992415
89274367445,-0.123715,-0.005517,-0.007287,0.992398
89274387501,-0.123840,-0.005549,-0.007213,0.992383
89274407558,-0.123884,-0.005564,-0.007163,0.992378
89274427615,-0.123933,-0.005573,-0.007099,0.992372
89274447669,-0.123938,-0.005602,-0.007007,0.992372
89274467725,-0.123932,-0.005618,-0.006944,0.992373
89274487782,-0.123917,-0.005624,-0.006905,0.992375
89274507838,-0.123900,-0.005647,-0.006845,0.992378
89274527895,-0.123901,-0.005689,-0.006821,0.992377
89274547952,-0.123918,-0.005738,-0.006772,0.992375
89274568009,-0.123926,-0.005767,-0.006657,0.992375
89274588065,-0.123943,-0.005809,-0.006637,0.992373
89274608120,-0.123976,-0.005850,-0.006527,0.992369
89274628177,-0.124043,-0.005887,-0.006499,0.992361
89274648233,-0.124180,-0.005951,-0.006430,0.992343
89274668289,-0.124416,-0.006071,-0.006211,0.992315
89274688345,-0.124518,-0.006062,-0.006129,0.992303
89274708403,-0.124526,-0.006018,-0.006084,0.992302
89274728460,-0.124514,-0.006043,-0.006047,0.992304
