Timestamp (us),X (g),Y (g),Z (g)
89268045859,0.062982,0.789026,0.053894
89268067186,0.017673,0.826455,-0.442856
89268088511,-0.142841,0.548729,-0.244782
89268109836,-0.356894,0.082495,-0.045210
89268131161,-0.307972,-0.105085,0.057942
89268152486,-0.356097,0.033140,-0.143431
89268173810,-0.411944,-0.343412,-0.089610
89268195135,-0.364296,-0.672807,0.015684
89268216459,-0.309959,-0.533655,-0.084033
89268237785,-0.410060,-0.202640,-0.141220
89268259110,-0.982830,-0.959917,-0.491029
89268280435,-1.142174,-1.383626,-0.488681
89268301759,-0.838538,-1.038479,0.355429
89268323084,-0.836178,-0.706537,0.399897
89268344409,-1.243683,-1.002213,-0.398180
89268365734,-1.198343,-1.519651,-0.240561
89268387060,-1.047229,-1.321879,0.255338
89268408386,-1.039796,-1.046587,-0.144687
89268429714,-1.195237,-1.380963,-0.391107
89268451040,-1.093200,-1.427307,-0.288737
89268472365,-0.990926,-1.378066,-0.138328
89268493689,-1.144245,-1.476084,-0.388318
89268515015,-0.937625,-1.285143,-0.187864
89268536338,-0.834553,-1.285258,-0.135676
89268557662,-0.938287,-1.428000,-0.235189
89268578987,-0.937863,-1.380728,-0.235903
89268600313,-0.833331,-1.287342,-0.234611
89268621637,-0.781252,-1.192335,-0.185211
89268642963,-0.728189,-1.194998,-0.282786
89268664290,-0.883899,-1.144949,-0.238114
89268685616,-0.726626,-0.813699,-0.140097
89268706943,-0.674598,-0.862591,-0.187490
89268728269,-0.519923,-0.958869,-0.181981
89268749594,-0.310756,-0.484299,0.014188
89268770919,-0.258439,-0.293707,0.111626
89268792243,-0.202881,-0.156639,-0.087026
89268813569,-0.148307,0.078098,-0.138705
89268834894,0.009764,0.359992,-0.138909
89268856217,0.114533,0.548963,-0.089578
89268877542,0.114482,0.405065,-0.186370
89268898867,0.115092,0.404023,-0.235838
89268920191,0.061791,0.311100,-0.186302
89268941516,0.014940,0.591139,-0.389818
89268962840,-0.080751,0.722647,-0.938824
89268984165,-0.078308,0.718479,-1.136694
89269005488,-0.028537,0.625442,-1.034970
89269026812,-0.033185,0.729364,-0.591191
89269048135,-0.133017,0.675954,-0.939470
89269069461,-0.023703,0.473207,-1.527503
89269090786,-0.024127,0.425935,-1.526789
89269112111,-0.026146,0.477375,-1.329633
89269133437,0.030633,0.612359,-1.627221
89269154761,0.083086,0.610738,-1.675328
89269176085,-0.023278,0.520478,-1.528218
89269197409,0.089618,0.647589,-2.170718
89269218733,-0.019106,0.225386,-2.068076
89269240057,0.131107,0.184716,-1.667540
89269261381,0.133281,0.564973,-1.574319
89269282706,0.243786,0.840150,-1.922156
89269304031,0.085342,0.654883,-1.824445
89269325356,0.032279,0.657546,-1.726870
89269346682,0.032093,0.705860,-1.678117
89269368008,-0.018899,0.800981,-1.680905
89269389334,-0.022750,0.855547,-1.335347
89269410660,-0.131982,0.722184,-0.989652
89269431985,-0.134239,0.678038,-0.840535
89269453311,-0.032575,0.728322,-0.640658
89269474637,-0.035256,0.636905,-0.490827
89269495964,-0.139974,0.591832,-0.443366
89269517289,-0.038972,0.499259,-0.290815
89269538614,0.007455,0.171948,-0.086585
89269559939,0.002890,-0.060241,0.114856
89269581265,0.105299,-0.203212,0.119719
89269602591,0.057361,-0.113301,-0.130407
89269623915,0.058903,-0.355911,-0.423641
89269645240,-0.096962,-0.737559,-0.669346
89269666567,-0.202715,-0.828861,-0.571703
89269687892,0.004991,-0.447792,-0.324638
89269709217,-0.255354,-0.778927,-0.474843
89269730541,-0.463754,-0.822843,-0.430102
89269751865,-0.203834,-0.538980,-0.279183
89269773189,-0.461446,-0.634799,-0.482426
89269794513,-0.566164,-0.679872,-0.434965
89269815837,-0.727102,-1.004870,-0.236176
89269837160,-0.724897,-1.104623,-0.482085
89269858484,-0.723168,-1.395547,-0.824073
89269879809,-0.776334,-1.680682,-0.920083
89269901134,-0.620386,-1.635145,-0.916717
89269922463,-0.568917,-1.539096,-0.817850
89269943785,-0.568255,-1.396239,-0.770525
89269965116,-0.568441,-1.347926,-0.721771
89269986436,-0.516786,-1.300190,-0.671658
89270007760,-0.517583,-1.250835,-0.573437
89270029085,-0.622301,-1.295908,-0.525975
89270050410,-0.516548,-1.204605,-0.623618
89270071734,-0.568814,-1.251299,-0.624264
89270093058,-0.517583,-1.250835,-0.573437
89270114383,-0.466353,-1.250371,-0.522609
89270135707,-0.468185,-1.247245,-0.374206
89270157032,-0.468268,-0.911134,-0.131868
89270178358,-0.521807,-1.099642,-0.130371
89270199682,-0.362515,-0.819832,-0.229511
89270221006,-0.363498,-0.722162,-0.082537
89270242329,-0.209755,-0.576872,0.166739
89270263652,-0.263377,-0.429269,0.410574
89270284977,-0.108650,-0.381648,0.512876
89270306302,-0.054262,-0.098598,0.509951
89270327625,-0.051954,0.089446,0.457627
89270348950,0.056905,0.319437,0.209438
89270370276,0.164915,0.454884,-0.037322
89270391601,0.117214,0.640380,-0.239409
89270412927,0.170702,0.684989,-0.337698
89270434253,0.166799,0.595657,-0.088932
89270455578,0.010374,0.358950,-0.188377
89270476904,0.015550,0.590097,-0.439285
89270498230,0.020675,0.677345,-0.786987
89270519555,-0.135802,0.296740,-0.983224
89270540880,-0.032730,0.296625,-0.931036
89270562205,-0.079685,0.288867,-1.328137
89270583530,-0.023806,0.185409,-1.721089
89270604854,-0.027523,0.047763,-1.521076
89270626180,0.075601,0.191547,-1.372095
89270647505,0.077433,0.188421,-1.520498
89270668830,0.030292,0.228976,-1.868845
89270690155,0.085850,0.366044,-2.067498
89270711480,0.137981,0.604949,-1.921306
89270732805,0.135486,0.465219,-1.820228
89270754129,0.136894,0.414821,-1.967917
89270775453,0.034909,0.605064,-1.973494
89270796777,0.034536,0.701691,-1.875987
89270818101,-0.018951,0.657082,-1.777698
89270839424,-0.073049,0.613515,-1.629941
89270860747,-0.024634,0.714774,-1.283737
89270882071,-0.027264,0.767256,-1.037113
89270903396,-0.081786,0.676418,-0.888642
89270924720,-0.086248,0.732026,-0.493616
89270946043,0.065611,0.736544,-0.192730
89270967367,0.063303,0.548500,-0.140406
89270988692,0.060994,0.360456,-0.088081
89271010017,0.109305,0.173918,0.064538
89271031342,0.054731,-0.060819,0.116217
89271052666,0.055290,-0.205760,-0.030044
89271073990,0.107318,-0.254652,-0.077437
89271095313,0.055425,-0.397972,-0.175589
89271116636,-0.049956,-0.585902,-0.175453
89271137957,-0.101424,-0.681951,-0.274320
89271159281,-0.152282,-0.779042,-0.422655
89271180604,-0.100203,-0.684035,-0.373255
89271201928,-0.207415,-0.868838,-0.224716
89271223253,-0.311336,-0.963267,-0.275476
89271244578,-0.360258,-0.775686,-0.378628
89271265903,-0.409656,-0.779276,-0.577858
89271287229,-0.412389,-1.014592,-0.524820
89271308554,-0.470628,-1.243077,-0.176336
89271329877,-0.461736,-0.874283,-0.627258
89271351201,-0.407213,-0.783445,-0.775728
89271372524,-0.564911,-1.161966,-0.873031
89271393847,-0.465079,-1.108557,-0.524752
89271415170,-0.570884,-1.343757,-0.523901
89271436492,-0.622405,-1.583705,-0.719561
89271457815,-0.727174,-1.772677,-0.768892
89271479138,-0.674909,-1.725983,-0.768246
89271500462,-0.675095,-1.677670,-0.719492
89271521785,-0.673211,-1.536897,-0.771102
89271543108,-0.619858,-1.300076,-0.723846
89271564431,-0.570460,-1.296486,-0.524615
89271585756,-0.574124,-1.290233,-0.227810
89271607080,-0.519975,-1.102768,-0.278774
89271628403,-0.622622,-1.055382,-0.331676
89271649726,-0.466995,-0.769319,-0.134010
89271671048,-0.364720,-0.720078,0.016398
89271692371,-0.367587,-0.763181,0.214983
89271713694,-0.156216,-0.388365,0.165243
89271735018,-0.051871,-0.246665,0.215288
89271756342,0.002093,-0.010885,0.213077
89271777666,0.107473,0.177044,0.212941
89271798989,0.108084,0.176002,0.163473
89271820313,0.006099,0.366244,0.157896
89271841638,0.061657,0.503312,-0.040756
89271862963,0.118012,0.591025,-0.337630
89271884287,0.068613,0.587435,-0.536860
89271905610,0.068427,0.635748,-0.488107
89271926933,0.015923,0.493470,-0.536792
89271948257,-0.138245,0.300908,-0.785354
89271969581,-0.234836,0.193975,-1.429724
89271990906,-0.122313,0.417713,-1.974718
89272012231,-0.073391,0.230133,-1.871566
89272033555,-0.025266,0.091908,-1.670193
89272054879,-0.021922,0.326182,-1.772699
89272076203,0.086326,0.557214,-1.971419
89272097526,0.137184,0.654305,-1.823085
89272118847,0.185174,0.708293,-1.476166
89272140169,0.130465,0.665768,-1.278942
89272161492,0.130465,0.665768,-1.278942
89272182815,0.078810,0.618033,-1.329055
89272204138,-0.025245,0.715817,-1.234269
89272225462,-0.082822,0.630189,-0.838460
89272246785,-0.141671,0.402746,-0.440509
89272268109,-0.093070,0.455692,-0.143058
89272289431,-0.354347,0.366124,-0.049495
89272310753,-0.517118,0.044253,0.297696
89272332075,-0.373219,-0.561590,0.805737
89272353396,-0.226774,-0.883805,1.309492
89272374717,0.184820,-0.547110,1.810050
89272396039,0.451749,-0.035226,1.561657
89272417361,0.248421,-0.135792,1.161904
89272438683,0.196104,-0.326384,1.064466
89272460006,0.198971,-0.283281,0.865881
89272481327,-0.008021,-0.377595,0.762934
89272502650,-0.060711,-0.471559,0.763002
89272523972,-0.164394,-0.470403,0.760282
89272545297,-0.060235,-0.280389,0.859080
89272566620,0.094730,-0.137183,1.009421
89272587943,0.146333,-0.233347,0.962742
89272609267,0.092846,-0.277956,1.061031
89272630591,-0.108971,-0.141123,0.707175
89272651916,-0.058113,-0.044032,0.855510
89272673239,0.098684,0.096048,0.857448
89272694562,0.087131,0.259746,1.894124
89272715887,0.040921,0.058734,1.302010
89272737211,-0.203658,0.516625,0.447118
89272758534,-0.166206,0.156632,1.344608
89272779858,-0.007918,-0.089797,0.956519
89272801181,-0.266938,-0.135219,0.900965
89272822504,-0.214010,0.054330,0.948936
89272843825,-0.107273,0.047963,0.704318
89272865147,-0.056840,0.097783,0.853367
89272886471,-0.004574,0.144476,0.854013
89272907793,0.098922,0.191633,0.905487
89272929114,0.047267,0.143898,0.855373
89272950436,0.047878,0.142856,0.805906
89272971757,-0.057264,0.050511,0.854081
89272993078,-0.005185,0.145518,0.903480
89273014402,-0.004998,0.097205,0.854727
89273035724,-0.057875,0.051553,0.903549
89273057047,-0.057451,0.098825,0.902834
89273078369,-0.109903,0.100445,0.950942
89273099692,-0.108681,0.098361,0.852007
89273121015,-0.109106,0.051090,0.852721
89273142338,-0.108070,0.097319,0.802539
89273163661,-0.109292,0.099403,0.901474
89273184984,-0.109716,0.052132,0.902188
89273206307,-0.056840,0.097783,0.853367
89273227631,-0.057451,0.098825,0.902834
89273248954,-0.005796,0.146560,0.952948
89273270278,-0.108681,0.098361,0.852007
89273291602,-0.057451,0.098825,0.902834
89273312923,-0.056415,0.145054,0.852653
89273334244,-0.109716,0.052132,0.902188
89273355566,-0.109716,0.052132,0.902188
89273376886,-0.108867,0.146675,0.900760
89273398208,-0.057451,0.098825,0.902834
89273419530,-0.056415,0.145054,0.852653
89273440854,-0.056840,0.097783,0.853367
89273462177,-0.056229,0.096741,0.803899
89273483500,-0.109716,0.052132,0.902188
89273504823,-0.056840,0.097783,0.853367
89273526146,-0.058486,0.052596,0.953016
89273547469,-0.057026,0.146096,0.902120
89273568792,-0.109292,0.099403,0.901474
89273590115,-0.057451,0.098825,0.902834
89273611438,-0.005185,0.145518,0.903480
89273632761,-0.056840,0.097783,0.853367
89273654085,-0.003963,0.143434,0.804545
89273675409,-0.056840,0.097783,0.853367
89273696732,-0.056229,0.096741,0.803899
89273718055,-0.057451,0.098825,0.902834
89273739377,-0.057451,0.098825,0.902834
89273760699,-0.056840,0.097783,0.853367
89273782021,-0.056840,0.097783,0.853367
89273803344,-0.057451,0.098825,0.902834
89273824666,-0.056229,0.096741,0.803899
89273845989,-0.057451,0.098825,0.902834
89273867311,-0.109903,0.100445,0.950942
89273888632,-0.109106,0.051090,0.852721
89273909954,-0.108681,0.098361,0.852007
89273931276,-0.056415,0.145054,0.852653
89273952598,-0.057026,0.146096,0.902120
89273973919,-0.057026,0.146096,0.902120
89273995240,-0.109106,0.051090,0.852721
89274016561,-0.056840,0.097783,0.853367
89274037882,-0.057451,0.098825,0.902834
89274059205,-0.056415,0.145054,0.852653
89274080528,-0.108257,0.145633,0.851293
89274101850,-0.056415,0.145054,0.852653
89274123173,-0.005423,0.049933,0.855441
89274144496,-0.108867,0.146675,0.900760
89274165819,-0.057875,0.051553,0.903549
89274187143,-0.109292,0.099403,0.901474
89274208464,-0.057264,0.050511,0.854081
89274229785,-0.109106,0.051090,0.852721
89274251105,-0.056415,0.145054,0.852653
89274272425,-0.005609,0.098247,0.904195
89274293747,-0.056840,0.097783,0.853367
89274315068,-0.056840,0.097783,0.853367
89274336390,-0.057026,0.146096,0.902120
89274357711,-0.057026,0.146096,0.902120
89274379033,-0.108681,0.098361,0.852007
89274400355,-0.057451,0.098825,0.902834
89274421678,-0.057451,0.098825,0.902834
89274442999,-0.057451,0.098825,0.902834
89274464321,-0.056415,0.145054,0.852653
89274485643,-0.108070,0.097319,0.802539
89274506964,-0.109292,0.099403,0.901474
89274528284,-0.161558,0.052710,0.900828
89274549605,-0.057451,0.098825,0.902834
89274570928,-0.109716,0.052132,0.902188
89274592249,-0.003963,0.143434,0.804545
89274613570,-0.056840,0.097783,0.853367
89274634891,-0.004150,0.191748,0.853299
89274656213,-0.057026,0.146096,0.902120
89274677534,-0.004998,0.097205,0.854727
89274698855,-0.109292,0.099403,0.901474
89274720176,-0.109292,0.099403,0.901474
