Timestamp (us),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
89273103891,0.143236,-0.044104,1.862650,-0.015794,-0.001108,0.998290
89273123948,0.106076,0.001969,0.711001,-0.017050,-0.000755,0.997167
89273144005,0.417964,0.095204,1.695167,-0.023415,0.003152,0.996549
89273164061,0.318071,-0.087604,2.701274,-0.016707,-0.000379,0.998447
89273184119,-0.092759,-0.040102,1.191735,-0.016052,0.001519,0.997435
89273204175,-0.108628,0.063281,1.680658,-0.014947,0.001057,0.996731
89273224231,-0.131183,0.119821,1.223297,-0.015539,0.001448,0.999361
89273244288,0.127980,0.056221,1.695449,-0.016992,-0.000518,0.993791
89273264343,0.250336,-0.065095,1.633456,-0.013555,0.003186,1.000564
89273284399,0.152029,0.011007,0.527875,-0.014787,0.001433,0.998007
89273304455,-0.069135,0.050335,0.269122,-0.017780,0.002428,0.997301
89273324512,0.106511,0.043844,0.177218,-0.019147,0.000520,0.997296
89273344568,0.076010,0.028549,0.169550,-0.020689,0.000336,0.996905
89273364626,0.343146,-0.040161,0.283088,-0.018492,0.001873,0.996290
89273384683,-0.053677,-0.125605,0.336682,-0.016903,-0.000244,0.993881
89273404739,0.686206,0.119736,0.474177,-0.018121,0.000197,1.001242
89273424794,-0.573190,0.046608,0.598054,-0.018122,0.004051,0.995999
89273444850,0.029049,0.073591,1.352422,-0.019085,0.004811,0.999074
89273464907,-0.275952,0.005584,1.131310,-0.016391,-0.001314,0.995909
89273484963,-0.069698,0.169501,0.689451,-0.015235,0.001465,0.992251
89273505020,-1.062774,0.106337,1.682631,-0.021123,0.000015,1.001005
89273525077,1.356782,0.182783,1.556695,-0.019140,0.002243,0.996912
89273545134,-0.534872,-0.137270,0.718929,-0.014641,0.000855,0.994823
89273565190,-0.367587,0.059002,1.093654,-0.019899,0.002445,0.998720
89273585248,-0.573837,0.165136,1.109930,-0.018860,0.001057,0.996475
89273605301,-0.077676,-0.080019,1.450855,-0.015188,0.000401,0.994818
89273625358,-0.435842,-0.076738,0.833558,-0.018253,0.000803,0.998313
89273645414,0.037334,-0.014021,0.787318,-0.018696,-0.001296,0.997507
89273665471,-0.320920,-0.134851,0.459171,-0.012685,0.000246,0.997603
89273685527,0.022759,-0.093695,0.168899,-0.020970,0.000068,0.997358
89273705584,0.045503,0.036358,0.131507,-0.017771,0.002332,0.996755
89273725641,-0.084497,0.034126,0.398745,-0.021536,0.001898,0.998513
89273745697,-0.275411,0.032836,0.505887,-0.016319,0.002515,0.997054
89273765752,-0.191891,0.091463,0.887551,-0.022767,0.001055,0.995945
89273785809,0.190059,-0.136472,0.900733,-0.017330,0.001613,0.997592
89273805865,-0.314023,-0.063254,1.138587,-0.016490,-0.000491,0.996354
89273825921,0.167324,-0.150736,0.748105,-0.011136,0.003426,0.997597
89273845978,-0.175941,0.073559,0.177905,-0.017408,-0.000486,0.996793
89273866035,-0.015716,0.081276,0.231069,-0.018989,0.001172,0.998752
89273886092,-0.031217,0.087162,0.475265,-0.021092,0.002031,0.993868
89273906148,0.167117,0.079141,0.612184,-0.015878,0.001342,0.997896
89273926203,0.090875,0.079561,0.520774,-0.019428,0.001071,0.997741
89273946260,0.022216,0.079631,0.482752,-0.017719,0.002355,0.999036
89273966316,-0.268036,0.015469,0.810933,-0.018747,0.003589,0.995263
89273986372,0.640270,0.025964,0.771223,-0.018763,-0.000765,0.996132
89274006429,-0.367158,0.008246,0.711888,-0.016765,-0.002944,0.996467
89274026487,0.075524,0.132879,0.528756,-0.015513,0.002705,0.997888
89274046543,-0.199420,0.200238,0.605951,-0.019405,0.002421,0.996449
89274066599,-0.412952,0.069852,0.613167,-0.017970,0.002433,0.997753
89274086656,-0.259966,-0.066053,0.467110,-0.013371,0.002311,0.995104
89274106711,-0.092259,0.117988,0.406900,-0.017458,-0.000329,0.994418
89274126767,-0.008013,-0.010749,0.299156,-0.016611,0.001436,0.998155
89274146824,-0.000179,-0.032343,0.115911,-0.018522,0.001073,0.998032
89274166880,-0.061280,0.028900,0.062991,-0.019502,0.000060,0.996747
89274186936,0.197545,0.271325,0.422575,-0.019149,-0.000569,0.997400
89274206994,0.029560,0.185472,0.628338,-0.019379,0.003733,1.000266
89274227050,0.091069,-0.034686,0.489560,-0.015792,-0.001165,0.992817
89274247107,0.434150,-0.005787,0.862948,-0.024330,0.004120,1.002176
89274267162,-0.321559,-0.085690,1.069801,-0.018868,-0.002812,0.991592
89274287219,0.174783,0.056271,0.612031,-0.011263,0.002630,0.999701
89274307275,0.144041,0.016010,0.901747,-0.019400,0.003690,0.996162
89274327331,0.045431,-0.118489,0.450985,-0.008560,-0.001228,0.996055
89274347387,0.342814,0.080760,0.451668,-0.022974,0.001706,0.997394
89274367445,0.129180,-0.173843,0.763290,-0.019505,0.000153,0.996929
89274387501,0.052789,-0.012541,0.581313,-0.017607,0.000524,0.997781
89274407558,-0.091700,-0.032073,0.039786,-0.015495,0.000603,0.996817
89274427615,0.007465,-0.039952,0.115851,-0.014489,-0.000218,0.996571
89274447669,0.129596,0.022187,0.009204,-0.015450,0.001723,0.999542
89274467725,0.015333,-0.084438,-0.067534,-0.017357,-0.000098,0.999161
89274487782,-0.167831,-0.107960,-0.052091,-0.016952,0.001422,0.996780
89274507838,-0.061070,-0.046662,-0.044279,-0.017524,0.002348,0.998310
89274527895,-0.274923,0.028821,-0.012918,-0.019623,0.003170,0.998535
89274547952,-0.053641,0.082975,-0.028243,-0.018587,0.000693,0.996484
89274568009,0.274852,-0.075905,-0.090834,-0.018622,0.002078,0.998566
89274588065,-0.305527,0.113043,-0.065753,-0.016938,0.003833,1.001315
89274608120,0.236477,-0.008189,0.031714,-0.018945,0.002872,0.996179
89274628177,-0.107263,-0.080665,0.436231,-0.022379,-0.001324,0.994520
89274648233,0.097958,0.106277,1.070221,-0.020213,0.000232,0.995729
89274668289,1.013214,0.196477,1.641315,-0.024592,-0.000578,0.996112
89274688345,-0.008395,-0.098514,0.847917,-0.012909,0.005271,1.000097
89274708403,-0.099481,-0.110369,0.321599,-0.007465,0.000407,0.995966
89274728460,-0.084335,0.019928,0.246076,-0.016678,0.000240,0.996707
