Timestamp (us),X (g),Y (g),Z (g)
5086462545,0.212429,0.317702,0.213519
5086484001,0.264643,0.220496,0.117372
5086505458,0.105537,-0.107627,0.167758
5086526914,0.053696,-0.107049,0.166398
5086548369,0.104129,-0.057229,0.315447
5086569825,0.104740,-0.058272,0.265979
5086591281,0.104689,-0.202170,0.169187
5086612736,0.104316,-0.105543,0.266694
5086634192,0.050456,-0.053525,0.462489
5086655649,0.102908,-0.055145,0.414382
5086677106,-0.054127,-0.290810,0.364405
5086698562,-0.055111,-0.193141,0.511379
5086720018,-0.058165,-0.187930,0.758717
5086741473,-0.160626,-0.188858,0.657061
5086762929,-0.159166,-0.095357,0.606165
5086784384,-0.213264,-0.138924,0.753922
5086805838,-0.067192,-0.364511,1.355184
5086827293,0.084719,-0.216095,1.752863
5086848750,0.035269,-0.363584,1.456840
5086870207,-0.010733,0.010998,1.251896
5086891663,-0.060132,0.007408,1.052666
5086913119,-0.112957,0.105656,1.198280
5086934573,-0.010071,0.153855,1.299221
5086956027,-0.160947,0.051668,0.851361
5086977482,-0.212840,-0.091652,0.753208
5086998937,-0.163628,-0.039749,1.001192
5087020392,0.033944,-0.649297,1.362190
5087041847,-0.119861,0.165432,1.791176
5087063302,-0.159487,0.145169,0.800465
5087084758,-0.162168,0.053752,0.950296
5087106214,-0.109903,0.100445,0.950942
5087127669,-0.161558,0.052710,0.900828
5087149125,-0.108681,0.098361,0.852007
5087170581,-0.214434,0.007059,0.949650
5087192038,-0.213823,0.006017,0.900182
5087213493,-0.264630,0.052825,0.848640
5087234949,-0.161558,0.052710,0.900828
5087256403,-0.161982,0.005439,0.901542
5087277858,-0.161982,0.005439,0.901542
5087299313,-0.162168,0.053752,0.950296
5087320767,-0.110141,0.004860,0.902903
5087342221,-0.110141,0.004860,0.902903
5087363676,-0.161371,0.004397,0.852075
5087385130,-0.109716,0.052132,0.902188
5087406586,-0.161371,0.004397,0.852075
5087428041,-0.163204,0.007523,1.000478
5087449496,-0.211939,0.146789,0.848572
5087470951,-0.059894,0.102993,1.100705
5087492406,-0.121238,-0.264180,1.599734
5087513860,-0.067937,-0.171257,1.550198
5087535316,-0.067326,-0.172299,1.500730
5087556772,-0.120255,-0.361849,1.452759
5087578227,-0.119033,-0.363933,1.353824
5087599682,-0.010361,-0.085629,1.154389
5087621139,0.042091,-0.087249,1.106282
5087642594,-0.112211,-0.087599,1.003266
5087664049,-0.113671,-0.181100,1.054162
5087685504,0.039172,-0.274251,1.208074
5087706958,-0.062254,-0.228949,1.056237
5087728415,-0.059200,-0.234160,0.808899
5087749871,-0.006323,-0.188509,0.760077
5087771328,0.102722,-0.006832,0.463135
5087792784,-0.049190,-0.155248,0.065457
5087814237,-0.100234,-0.204025,-0.034124
5087835690,0.003449,-0.205182,-0.031404
5087857144,0.160909,0.077754,0.017859
5087878598,-0.049003,-0.203562,0.016704
5087900052,-0.047544,-0.110061,-0.034192
5087921508,0.001772,0.229640,0.407377
5087942963,0.056532,0.416064,0.306945
5087964419,0.007983,0.507017,0.106286
5087985873,0.058976,0.411896,0.109075
5088007328,0.003708,0.514312,0.452559
5088028782,-0.055939,0.336225,0.948731
5088050235,-0.109851,0.244344,1.047734
5088071690,0.101044,0.427991,0.901916
5088093144,0.101096,0.571889,0.998708
5088114598,0.097566,0.385930,1.149968
5088136052,-0.002214,0.476419,0.898481
5088157506,0.049628,0.475840,0.899841
5088178960,0.100910,0.620203,1.047462
5088200416,0.148610,0.434707,1.249549
5088221872,0.041584,0.201590,1.349335
5088243327,0.042992,0.151192,1.201646
5088264781,0.098312,0.192675,0.954954
5088286235,-0.005371,0.193832,0.952234
5088307692,-0.114230,-0.036159,1.200422
5088329146,-0.226650,0.027901,1.939001
5088350601,-0.160098,0.146211,0.849932
5088372057,-0.108681,0.098361,0.852007
5088393512,-0.161558,0.052710,0.900828
5088414965,-0.161558,0.052710,0.900828
5088436419,-0.161320,0.148295,0.948867
5088457872,-0.160709,0.147253,0.899400
5088479327,-0.160522,0.098940,0.850647
5088500782,-0.161558,0.052710,0.900828
5088522237,-0.108443,0.193946,0.900046
5088543693,-0.159674,0.193483,0.849218
5088565149,-0.108257,0.145633,0.851293
5088586605,-0.161133,0.099982,0.900114
5088608062,-0.160709,0.147253,0.899400
5088629518,-0.161133,0.099982,0.900114
5088650974,-0.213585,0.101602,0.948221
5088672429,-0.212975,0.100560,0.898754
5088693886,-0.160657,0.291152,0.996192
5088715340,-0.274588,0.117812,1.688875
5088736795,-0.223730,0.214903,1.837209
5088758248,-0.272518,0.210270,1.588511
5088779703,-0.111818,0.439683,1.341683
5088801157,0.046812,0.576636,1.195218
5088822611,0.100061,0.525660,1.048890
5088844065,0.100485,0.572931,1.048176
5088865521,0.153973,0.617540,0.949887
5088886974,-0.055225,0.622980,1.092849
5088908428,0.101469,0.475262,0.901202
5088929882,0.153497,0.426370,0.853808
5088951336,0.102639,0.329279,0.705474
5088972789,0.000312,0.136139,0.458273
5088994244,0.053427,0.277376,0.457490
5089015696,0.106117,0.371340,0.457422
5089037148,0.158383,0.418034,0.458068
5089058601,0.053748,0.036850,0.263191
5089080054,0.104792,0.085627,0.362772
5089101507,0.210969,0.224201,0.264415
5089122962,0.054359,0.035808,0.213723
5089144416,-0.001437,-0.196845,0.364337
5089165869,0.101873,-0.101375,0.464564
5089187324,0.209085,0.083428,0.316025
5089208778,0.106624,0.082501,0.214369
5089230232,0.104368,0.038356,0.363486
5089251687,0.050404,-0.197424,0.365697
5089273142,-0.001675,-0.292430,0.316298
5089294597,-0.106580,-0.289190,0.412512
5089316052,-0.055059,-0.049242,0.608172
5089337507,-0.159353,-0.047043,0.654919
5089358961,-0.163255,-0.136376,0.903685
5089380414,-0.160201,-0.141586,0.656347
5089401868,-0.156671,0.044373,0.505088
5089423322,-0.161371,0.004397,0.852075
5089444776,-0.169415,-0.269854,1.301568
5089466231,-0.112449,-0.183184,0.955227
5089487686,-0.213399,0.053288,0.899468
5089509142,-0.215656,0.009143,1.048585
5089530596,-0.166682,-0.034538,1.248530
5089552052,-0.217488,0.012269,1.196988
5089573506,-0.270737,0.063245,1.343316
5089594962,-0.217250,0.107855,1.245027
5089616417,-0.063558,0.109246,1.397510
5089637871,-0.266648,0.104264,1.045797
5089659325,-0.278336,0.460175,2.228019
5089680778,0.036222,0.018757,1.648997
5089702231,-0.315011,0.146904,0.796384
5089723684,-0.056840,0.097783,0.853367
5089745137,-0.057451,0.098825,0.902834
5089766589,-0.108867,0.146675,0.900760
5089788042,-0.161982,0.005439,0.901542
5089809496,-0.058910,0.005324,0.953730
5089830949,-0.109106,0.051090,0.852721
5089852403,-0.109530,0.003818,0.853435
5089873858,-0.057451,0.098825,0.902834
5089895312,-0.110327,0.053174,0.951656
5089916766,-0.109716,0.052132,0.902188
5089938221,-0.109716,0.052132,0.902188
5089959676,-0.161982,0.005439,0.901542
5089981131,-0.160947,0.051668,0.851361
5090002583,-0.108867,0.146675,0.900760
5090024037,-0.109716,0.052132,0.902188
5090045492,-0.164001,0.056878,1.098699
5090066946,-0.015247,-0.077292,1.550130
5090088401,-0.069956,-0.119817,1.747354
5090109856,-0.016282,-0.123522,1.600312
5090131310,-0.013177,0.015167,1.449766
5090152763,-0.012804,-0.081461,1.352260
5090174216,-0.011582,-0.083545,1.253324
5090195670,0.041242,-0.181792,1.107710
5090217122,0.041242,-0.181792,1.107710
5090238575,-0.007069,0.004746,0.955091
5090260027,-0.005237,0.001620,0.806688
5090281481,0.045570,-0.045188,0.858230
5090302936,0.094730,-0.137183,1.009421
5090324392,0.148642,-0.045303,0.910418
5090345847,0.101924,0.042524,0.561356
5090367301,0.050880,-0.006253,0.461775
5090388755,0.152493,-0.099869,0.564859
5090410211,0.154698,-0.199622,0.318950
5090431667,0.156292,-0.298334,0.122508
5090453123,0.103281,-0.151772,0.316875
5090474577,0.151778,-0.386624,0.420742
5090496031,0.000716,-0.440497,0.021635
5090517485,0.005468,-0.256622,-0.228560
5090538940,0.104502,-0.153857,0.217940
5090560394,-0.054314,-0.242496,0.413158
5090581849,-0.202219,-0.013783,-0.039701
5090603305,-0.148017,0.317582,0.006127
5090624761,-0.153276,0.422545,0.499374
5090646216,-0.158214,0.286983,0.798322
5090667670,-0.207612,0.283393,0.599092
5090689125,-0.104064,0.474449,0.747358
5090710579,-0.056736,0.385580,1.046952
5090732032,-0.108205,0.289531,0.948085
5090753485,-0.103267,0.425093,0.649137
5090774939,-0.053496,0.332056,0.750861
5090796392,0.049389,0.380255,0.851802
5090817846,-0.105337,0.332635,0.749501
5090839301,-0.003860,0.431231,0.998131
5090860753,-0.005268,0.481629,1.145819
5090882205,0.043468,0.342363,1.297724
5090903657,-0.108391,0.337845,0.996838
5090925108,-0.006117,0.387086,1.147247
5090946560,-0.059790,0.390791,1.294290
5090968013,-0.112108,0.200199,1.196851
5090989466,-0.166206,0.156632,1.344608
5091010922,-0.171092,0.164969,1.740348
5091032374,-0.315570,0.291845,0.942644
5091053825,-0.056840,0.097783,0.853367
5091075277,-0.109292,0.099403,0.901474
5091096729,-0.211939,0.146789,0.848572
5091118182,-0.212550,0.147831,0.898040
5091139633,-0.160284,0.194525,0.898686
5091161084,-0.212975,0.100560,0.898754
5091182536,-0.160709,0.147253,0.899400
5091203988,-0.160709,0.147253,0.899400
5091225439,-0.160522,0.098940,0.850647
5091246893,-0.160709,0.147253,0.899400
5091268346,-0.212975,0.100560,0.898754
5091289800,-0.161133,0.099982,0.900114
5091311254,-0.108867,0.146675,0.900760
5091332707,-0.108443,0.193946,0.900046
5091354162,-0.212975,0.100560,0.898754
5091375617,-0.161506,0.196609,0.997621
5091397071,-0.162117,0.197651,1.047089
5091418525,-0.217012,0.203440,1.293066
5091439979,-0.166765,0.301573,1.490868
5091461431,-0.218420,0.253837,1.440755
5091482883,-0.164694,0.394031,1.390505
5091504335,-0.163473,0.391947,1.291569
5091525786,-0.111259,0.294742,1.195423
5091547239,-0.111259,0.294742,1.195423
5091568690,-0.057772,0.339351,1.097134
5091590142,-0.058010,0.243766,1.049095
5091611595,-0.108443,0.193946,0.900046
5091633048,-0.056840,0.097783,0.853367
5091654503,-0.004150,0.191748,0.853299
5091675954,0.049338,0.236357,0.755010
5091697407,-0.055007,0.094657,0.704964
5091718860,-0.003777,0.095120,0.755792
5091740313,0.050559,0.234273,0.656075
5091761766,-0.051291,0.232303,0.504952
5091783219,0.051118,0.089332,0.509814
5091804673,-0.000723,0.089910,0.508454
5091826126,-0.000723,0.089910,0.508454
5091847588,-0.053600,0.044259,0.557276
5091869032,-0.002369,0.044723,0.608104
5091890486,-0.107087,-0.000350,0.655565
5091911938,-0.003166,0.094078,0.706324
5091933390,-0.001945,0.091994,0.607389
5091954840,-0.106714,-0.096977,0.558058
5091976293,-0.158980,-0.143670,0.557412
5091997744,-0.053413,-0.004055,0.508522
5092019195,-0.154415,0.088519,0.355971
5092040657,-0.156299,-0.052254,0.407581
5092062097,-0.211670,-0.237635,0.557480
5092083549,-0.160812,-0.140544,0.705815
5092105002,-0.157893,0.046458,0.604023
5092126455,-0.106290,-0.049706,0.557344
5092147906,-0.160201,-0.141586,0.656347
5092169358,-0.108547,-0.093851,0.706461
5092190809,-0.157893,0.046458,0.604023
5092212259,-0.260965,0.046572,0.551835
5092233714,-0.159353,-0.047043,0.654919
5092255163,-0.164477,-0.134292,1.002620
5092276614,-0.215231,0.056415,1.047871
5092298067,-0.212364,0.099518,0.849286
5092319520,-0.316657,0.101717,0.896033
5092340972,-0.319338,0.010300,1.045865
5092362425,-0.214144,0.246543,1.094482
5092383877,-0.368022,0.293465,0.990752
5092405328,-0.370093,0.201006,1.091115
5092426779,-0.372774,0.109589,1.240946
5092448230,-0.692166,0.703243,2.312501
5092469680,-0.072109,0.123835,2.090056
5092491131,-0.161558,0.052710,0.900828
5092512581,-0.110327,0.053174,0.951656
5092534031,-0.006034,0.050975,0.904909
5092555483,-0.161133,0.099982,0.900114
5092576936,-0.161320,0.148295,0.948867
5092598387,-0.161558,0.052710,0.900828
5092619866,-0.108257,0.145633,0.851293
5092641291,-0.109716,0.052132,0.902188
5092662744,-0.109716,0.052132,0.902188
5092684195,-0.108681,0.098361,0.852007
5092705648,-0.109292,0.099403,0.901474
5092727100,-0.108681,0.098361,0.852007
5092748553,-0.161133,0.099982,0.900114
5092770006,-0.057026,0.146096,0.902120
5092791459,-0.161558,0.052710,0.900828
5092812913,-0.265427,0.102180,0.946861
5092834366,-0.268719,0.011806,1.146160
5092855819,-0.167986,0.303657,1.589803
5092877271,-0.116383,0.207493,1.543124
5092898724,-0.118878,0.067763,1.644202
5092920176,-0.170347,-0.028286,1.545335
5092941629,-0.117284,-0.030948,1.447760
5092963081,-0.012752,0.062438,1.449052
5092984533,0.041108,0.010420,1.253256
5093005986,-0.061778,-0.037779,1.152315
5093027441,-0.007017,0.148644,1.051883
5093048894,-0.003777,0.095120,0.755792
5093070347,-0.003591,0.046807,0.707039
5093091799,0.047640,0.047271,0.757866
5093113253,-0.056467,0.001156,0.755860
5093134707,-0.003166,0.094078,0.706324
5093156160,-0.001810,-0.100218,0.461843
5093177612,0.050404,-0.197424,0.365697
5093199064,-0.208192,-0.195574,0.309428
5093220514,-0.003321,-0.337618,0.415947
5093241965,-0.001541,-0.484643,0.170752
5093263416,0.000343,-0.343870,0.119141
5093284868,0.103891,-0.152815,0.267408
5093306320,0.054545,-0.012506,0.164970
5093327773,-0.100979,-0.010771,0.160889
5093349225,-0.050121,0.086320,0.309224
5093370677,0.000737,0.183411,0.457558
5093392128,0.054514,0.467504,0.504101
5093413580,-0.152903,0.325918,0.401868
5093435031,-0.001706,0.187579,0.655429
5093456482,0.049762,0.283628,0.754295
5093477932,0.102080,0.474220,0.851734
5093499383,-0.000620,0.377707,0.702039
5093520834,0.050187,0.330900,0.753581
5093542285,0.098125,0.240989,1.003708
5093563735,0.098550,0.288260,1.002993
5093585186,0.151002,0.286640,0.954886
5093606637,0.152461,0.380141,0.903990
5093628088,0.100568,0.236820,0.805837
5093649539,0.152648,0.331827,0.855237
5093670990,0.101044,0.427991,0.901916
5093692442,0.103063,0.376551,0.704760
5093713892,-0.001520,0.139266,0.606675
5093735341,-0.056840,0.097783,0.853367
5093756790,0.099212,0.431117,1.050319
5093778240,-0.058010,0.243766,1.049095
5093799691,-0.166920,-0.130123,1.200490
5093821143,0.471644,0.066698,4.184084
5093842595,-0.367039,0.195796,0.843777
5093864046,-0.161320,0.148295,0.948867
5093885496,-0.161133,0.099982,0.900114
5093906946,-0.108681,0.098361,0.852007
5093928396,-0.160098,0.146211,0.849932
5093949845,-0.107646,0.144591,0.801825
5093971295,-0.161133,0.099982,0.900114
5093992745,-0.108257,0.145633,0.851293
5094014195,-0.160709,0.147253,0.899400
5094035644,-0.160284,0.194525,0.898686
5094057094,-0.161558,0.052710,0.900828
5094078544,-0.160098,0.146211,0.849932
5094099996,-0.160284,0.194525,0.898686
5094121448,-0.160709,0.147253,0.899400
5094142898,-0.109716,0.052132,0.902188
5094164363,-0.108070,0.097319,0.802539
5094185799,-0.161558,0.052710,0.900828
5094207250,-0.108495,0.050048,0.803253
5094228701,-0.109478,0.147717,0.950228
5094250153,-0.160522,0.098940,0.850647
5094271605,-0.160336,0.050626,0.801893
5094293057,-0.109903,0.100445,0.950942
5094314508,-0.161558,0.052710,0.900828
5094335960,-0.108681,0.098361,0.852007
5094357412,-0.109292,0.099403,0.901474
5094378864,-0.161558,0.052710,0.900828
5094400316,-0.160522,0.098940,0.850647
5094421767,-0.161133,0.099982,0.900114
5094443219,-0.161558,0.052710,0.900828
5094464671,-0.212788,0.052246,0.850001
5094486122,-0.161133,0.099982,0.900114
5094507574,-0.161558,0.052710,0.900828
5094529025,-0.109106,0.051090,0.852721
5094550474,-0.057026,0.146096,0.902120
5094571924,-0.161133,0.099982,0.900114
5094593376,-0.213399,0.053288,0.899468
5094614828,-0.108495,0.050048,0.803253
5094636279,-0.160336,0.050626,0.801893
5094657730,-0.160522,0.098940,0.850647
5094679181,-0.161133,0.099982,0.900114
5094700633,-0.161133,0.099982,0.900114
5094722083,-0.108681,0.098361,0.852007
5094743533,-0.160709,0.147253,0.899400
5094764983,-0.161558,0.052710,0.900828
5094786433,-0.109106,0.051090,0.852721
5094807883,-0.161558,0.052710,0.900828
5094829334,-0.161558,0.052710,0.900828
5094850784,-0.160522,0.098940,0.850647
5094872234,-0.109292,0.099403,0.901474
5094893684,-0.160522,0.098940,0.850647
5094915135,-0.109292,0.099403,0.901474
5094936586,-0.161133,0.099982,0.900114
5094958039,-0.161133,0.099982,0.900114
5094979492,-0.161320,0.148295,0.948867
5095000941,-0.161558,0.052710,0.900828
5095022390,-0.161133,0.099982,0.900114
5095043838,-0.160522,0.098940,0.850647
5095065287,-0.160947,0.051668,0.851361
5095086737,-0.109292,0.099403,0.901474
5095108187,-0.108257,0.145633,0.851293
5095129651,-0.109292,0.099403,0.901474
5095151086,-0.108681,0.098361,0.852007
5095172537,-0.160709,0.147253,0.899400
5095193988,-0.109292,0.099403,0.901474
5095215439,-0.108070,0.097319,0.802539
5095236889,-0.108681,0.098361,0.852007
5095258339,-0.161558,0.052710,0.900828
5095279789,-0.212975,0.100560,0.898754
5095301238,-0.108681,0.098361,0.852007
5095322689,-0.160522,0.098940,0.850647
5095344141,-0.161558,0.052710,0.900828
5095365591,-0.160947,0.051668,0.851361
5095387042,-0.161558,0.052710,0.900828
5095408493,-0.162168,0.053752,0.950296
5095429944,-0.161558,0.052710,0.900828
5095451393,-0.109106,0.051090,0.852721
5095472843,-0.109106,0.051090,0.852721
5095494292,-0.162168,0.053752,0.950296
5095515742,-0.109292,0.099403,0.901474
5095537192,-0.160098,0.146211,0.849932
5095558642,-0.161133,0.099982,0.900114
5095580093,-0.161133,0.099982,0.900114
5095601544,-0.161133,0.099982,0.900114
5095622996,-0.161133,0.099982,0.900114
5095644446,-0.161133,0.099982,0.900114
5095665896,-0.108257,0.145633,0.851293
5095687346,-0.160522,0.098940,0.850647
5095708799,-0.160336,0.050626,0.801893
5095730246,-0.160947,0.051668,0.851361
5095751697,-0.109292,0.099403,0.901474
5095773147,-0.160522,0.098940,0.850647
5095794597,-0.109292,0.099403,0.901474
5095816046,-0.108867,0.146675,0.900760
5095837497,-0.109716,0.052132,0.902188
5095858948,-0.160522,0.098940,0.850647
5095880400,-0.160522,0.098940,0.850647
5095901851,-0.109292,0.099403,0.901474
5095923301,-0.109292,0.099403,0.901474
5095944751,-0.109292,0.099403,0.901474
5095966201,-0.109292,0.099403,0.901474
5095987654,-0.161133,0.099982,0.900114
5096009105,-0.162168,0.053752,0.950296
5096030557,-0.161133,0.099982,0.900114
5096052008,-0.161133,0.099982,0.900114
5096073460,-0.160947,0.051668,0.851361
5096094911,-0.109292,0.099403,0.901474
5096116363,-0.108681,0.098361,0.852007
5096137815,-0.161558,0.052710,0.900828
5096159267,-0.160522,0.098940,0.850647
5096180718,-0.161558,0.052710,0.900828
5096202170,-0.108681,0.098361,0.852007
5096223621,-0.109106,0.051090,0.852721
5096245073,-0.108681,0.098361,0.852007
5096266524,-0.160522,0.098940,0.850647
5096287975,-0.214010,0.054330,0.948936
5096309426,-0.108495,0.050048,0.803253
5096330877,-0.109292,0.099403,0.901474
5096352327,-0.160522,0.098940,0.850647
5096373778,-0.109292,0.099403,0.901474
5096395228,-0.056415,0.145054,0.852653
5096416678,-0.160522,0.098940,0.850647
5096438128,-0.160947,0.051668,0.851361
5096459579,-0.108257,0.145633,0.851293
5096481031,-0.160947,0.051668,0.851361
5096502483,-0.108867,0.146675,0.900760
5096523932,-0.161744,0.101024,0.949582
5096545382,-0.161558,0.052710,0.900828
5096566831,-0.161558,0.052710,0.900828
5096588281,-0.109106,0.051090,0.852721
5096609732,-0.056840,0.097783,0.853367
5096631181,-0.212975,0.100560,0.898754
5096652631,-0.108867,0.146675,0.900760
5096674081,-0.109292,0.099403,0.901474
5096695531,-0.109716,0.052132,0.902188
5096716982,-0.161133,0.099982,0.900114
5096738431,-0.108681,0.098361,0.852007
5096759881,-0.109106,0.051090,0.852721
5096781332,-0.109106,0.051090,0.852721
5096802781,-0.160522,0.098940,0.850647
5096824231,-0.108867,0.146675,0.900760
5096845680,-0.161133,0.099982,0.900114
5096867128,-0.160947,0.051668,0.851361
5096888577,-0.161133,0.099982,0.900114
5096910026,-0.161558,0.052710,0.900828
5096931475,-0.160947,0.051668,0.851361
5096952925,-0.108681,0.098361,0.852007
5096974373,-0.108070,0.097319,0.802539
5096995822,-0.108681,0.098361,0.852007
5097017272,-0.109903,0.100445,0.950942
5097038722,-0.161133,0.099982,0.900114
5097060173,-0.160522,0.098940,0.850647
5097081625,-0.161558,0.052710,0.900828
5097103077,-0.161558,0.052710,0.900828
5097124529,-0.108443,0.193946,0.900046
5097145980,-0.109106,0.051090,0.852721
5097167432,-0.161133,0.099982,0.900114
5097188885,-0.160336,0.050626,0.801893
5097210337,-0.161558,0.052710,0.900828
5097231790,-0.213823,0.006017,0.900182
5097253241,-0.160947,0.051668,0.851361
5097274691,-0.160522,0.098940,0.850647
5097296141,-0.160947,0.051668,0.851361
5097317592,-0.108681,0.098361,0.852007
5097339044,-0.109292,0.099403,0.901474
5097360496,-0.159912,0.097897,0.801179
