Timestamp (us),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
5085819972,1.125875,0.790314,-0.703547,-0.052434,0.035021,0.973484
5085840030,4.847083,3.767726,-1.561763,-0.047543,0.041923,0.964559
5085860089,9.633512,4.828779,-4.035701,-0.045427,0.087992,1.006685
5085880147,11.128421,3.370550,-8.800221,-0.040805,0.051779,0.986195
5085900204,9.137028,3.501487,-9.787639,-0.064633,-0.003242,0.999222
5085920263,4.902520,2.078099,-1.083912,-0.071904,0.038887,1.020235
5085940321,6.156687,-0.476801,0.309632,-0.064961,0.052031,1.008543
5085960379,4.953315,-2.165670,0.164156,-0.059872,0.056287,0.998649
5085980438,3.755235,-2.398708,0.264060,-0.056140,0.059740,0.998863
5086000496,-0.252378,-1.650053,-0.395549,-0.057774,0.062703,1.003907
5086020556,-4.129646,-2.231234,0.386024,-0.066217,0.070238,1.002388
5086040614,-4.510793,-1.144703,6.382197,-0.049382,0.052416,1.003085
5086060673,-8.288455,-0.183569,12.559162,-0.061588,0.060830,1.024563
5086080732,-28.306765,-1.008170,19.776640,0.009962,0.190852,1.173053
5086100789,-95.675270,-0.574947,22.066719,-0.085565,-0.066606,1.162540
5086120847,-168.152298,-1.570313,12.638912,-0.106837,-0.087396,1.442412
5086140905,-261.098846,-36.553062,5.626617,-0.181621,-0.236491,1.600292
5086160964,-235.423325,-68.027451,-1.920218,0.047130,-0.253591,1.267540
5086181022,-93.998550,-65.197968,2.443891,-0.070740,-0.385958,1.073784
5086201081,-2.836494,-98.748291,-16.630909,-0.093619,-0.413616,1.191699
5086221141,30.900299,-129.426361,6.115521,0.117746,0.062620,1.078807
5086241199,31.956661,-64.937576,-23.978697,0.088001,-0.063632,1.111944
5086261257,34.629101,-57.130096,-20.830780,0.177317,-0.095141,1.348491
5086281316,18.880548,-68.118057,-17.512808,0.146621,0.024239,1.296874
5086301373,14.944188,-107.776291,-23.530691,0.148188,0.070344,1.333790
5086321432,-19.113583,-106.430748,-8.233705,0.357745,0.089368,1.160089
5086341490,-29.148716,-48.587502,6.274104,0.248107,0.024039,1.189318
5086361549,22.046457,-72.468758,-0.738092,0.292527,0.125223,1.176620
5086381608,61.026627,-78.245148,16.245996,0.373800,0.244919,0.937001
5086401666,41.699825,-54.981667,38.425011,0.346440,0.168709,0.783177
5086421725,30.661013,-64.147713,38.465149,0.272541,0.064175,0.751301
5086441784,29.759542,-82.541306,18.785801,0.291985,0.157282,0.659503
5086461843,-12.231127,-69.268341,26.441515,0.320647,0.220758,0.507548
5086481901,-35.120411,-39.396187,52.611511,0.334064,0.223882,0.346036
5086501958,21.972942,-22.369717,65.849609,0.277051,-0.009182,0.315450
5086522017,78.714844,-14.219132,44.039402,0.167426,-0.197487,0.336833
5086542075,102.676941,15.106320,27.627888,0.178922,-0.126656,0.400752
5086562134,81.589432,26.571606,32.748001,0.228809,-0.102752,0.482788
5086582192,53.737762,29.854048,44.208233,0.204149,-0.186388,0.384102
5086602250,57.492645,40.952271,35.495762,0.125922,-0.358241,0.337934
5086622310,42.820095,55.780190,31.569138,0.181843,-0.246989,0.419933
5086642369,52.393532,62.393013,27.190338,0.154841,-0.124878,0.552068
5086662427,112.213593,56.520134,24.918736,0.123668,-0.163382,0.579459
5086682486,95.576714,54.645687,25.387234,0.069927,-0.316593,0.518492
5086702543,38.277760,69.816940,27.047342,0.042398,-0.315457,0.573058
5086722601,17.972967,75.132599,29.061611,0.056789,-0.256449,0.845961
5086742659,-14.964098,51.301460,27.571436,-0.016064,-0.303206,0.924292
5086762718,-52.171192,48.062218,30.418249,-0.054138,-0.228953,0.754728
5086782777,-44.330437,56.332111,48.169483,-0.142702,-0.239070,0.745517
5086802836,-18.238966,40.537697,36.666550,-0.138093,-0.357091,1.204557
5086822895,-9.095453,43.442543,7.913744,0.089123,-0.419561,1.611603
5086842953,32.573284,28.133137,-3.308989,0.045633,-0.412172,1.811476
5086863012,59.117325,35.289856,-28.435574,0.118023,-0.307461,1.467777
5086883069,24.008047,34.802147,-28.642630,0.047546,-0.057758,1.288721
5086903127,-9.044023,61.557747,-1.802079,0.048951,-0.053052,1.121219
5086923186,-20.673664,79.654236,8.300483,0.030810,0.022754,1.389858
5086943244,-13.106834,42.044857,6.447613,0.081477,0.083131,1.352099
5086963303,-19.999435,42.304184,14.601819,-0.010726,-0.037715,0.983650
5086983361,-34.978077,69.939865,24.371895,-0.069740,-0.191671,0.842138
5087003421,-36.590240,77.537231,14.304950,-0.139738,-0.222548,1.057537
5087023479,-5.847930,55.703949,9.478071,0.053788,-0.222017,1.096827
5087043538,192.482040,-61.878262,25.303335,-0.000049,-0.255503,2.083260
5087063596,-5.871412,-4.276839,5.221150,-0.067626,0.032087,1.030972
5087083653,9.092307,0.207492,10.630741,-0.063474,0.051623,1.065496
5087103712,-11.078827,4.272456,10.394176,-0.032397,0.004123,1.010508
5087123770,-18.053158,4.598596,7.830029,-0.047595,-0.003293,1.004285
5087143829,-15.950376,3.337374,5.705295,-0.049115,-0.022729,0.996993
5087163887,-14.369607,4.821628,2.514921,-0.052352,-0.023803,1.015826
5087183946,-11.491839,3.396889,4.461749,-0.046486,-0.036103,1.013519
5087204006,-8.252970,-0.670518,7.986285,-0.048526,-0.030665,0.994356
5087224064,-13.924704,-0.946577,9.146765,-0.061118,-0.034551,0.995622
5087244122,-9.651440,-2.897746,5.076133,-0.055457,-0.027998,1.005598
5087264181,-8.663262,-3.855386,2.734006,-0.047786,-0.036491,0.993613
5087284238,-5.901611,-0.987821,-0.274572,-0.047693,-0.049346,0.998684
5087304296,-1.093732,-0.709176,0.031304,-0.046755,-0.046853,1.002414
5087324355,0.845210,-1.033452,0.269981,-0.049041,-0.044048,0.992306
5087344414,0.357140,-1.448287,0.466681,-0.049903,-0.047784,1.000085
5087364472,1.055611,-1.381987,4.379571,-0.046344,-0.048574,0.994322
5087384530,0.346653,-2.403468,5.030711,-0.046918,-0.046663,1.011986
5087404590,3.616168,-4.024271,4.610613,-0.048152,-0.050379,1.004160
5087424649,4.540854,-2.956048,18.149529,-0.065751,-0.133805,1.030755
5087444707,-3.845897,-8.187792,16.461853,-0.063579,0.030636,1.092637
5087464765,-27.818731,-9.843876,17.639086,-0.070801,0.045516,1.019726
5087484823,-56.938915,-3.544405,25.992073,0.034066,0.016921,1.353771
5087504881,-48.788704,-36.069847,20.850523,-0.058698,-0.408836,1.696371
5087524940,-42.259956,-55.394196,15.128723,0.039282,-0.248926,1.609773
5087544998,-7.550674,-78.982605,15.204802,0.019857,-0.223699,1.595537
5087565057,47.473522,-94.868004,-9.747283,-0.074541,-0.479478,1.545620
5087585115,45.253418,-115.739723,-19.292662,-0.033231,-0.417361,1.517062
5087605175,23.225065,-105.411255,-26.636150,0.043664,-0.235807,1.246753
5087625233,19.416006,-81.226959,-22.941793,0.096568,-0.168160,1.174110
5087645292,35.442936,-71.402870,-20.103043,0.065979,-0.217774,1.129756
5087665352,6.675956,-49.031528,-22.691923,0.012586,-0.237632,1.130435
5087685407,-19.499859,-67.085945,-23.617292,0.077193,-0.376889,1.196136
5087705466,15.584377,-92.181984,-30.432552,0.072878,-0.359566,1.235725
5087725524,69.263481,-101.858505,-46.776829,0.023956,-0.399476,1.022257
5087745582,97.220177,-100.799423,-54.831055,0.075026,-0.305587,0.929402
5087765641,26.166965,-110.967018,-46.190620,0.128684,-0.184969,0.872055
5087785701,-6.126030,-91.651245,-44.290642,0.147964,-0.145048,0.543771
5087805759,-41.668163,-50.489574,-37.994457,0.130030,-0.248404,0.280326
5087825818,-100.590263,-25.343222,-38.284641,0.094165,-0.375744,0.165131
5087845876,-83.263199,-0.115954,-54.076057,0.147857,-0.290289,0.126603
5087865933,-35.324192,8.191246,-57.056129,0.212220,-0.032754,0.185788
5087885992,-17.984612,27.001976,-59.863827,0.065999,-0.218235,0.152635
5087906050,-16.566288,72.575943,-80.308884,0.012155,-0.184842,0.143135
5087926109,-28.404783,95.059952,-82.294205,0.109267,0.084722,0.434312
5087946167,-36.548885,86.788658,-69.299553,0.155755,0.313754,0.574389
5087966226,-20.570755,90.097702,-61.266911,0.110247,0.394819,0.360187
5087986286,-21.861223,102.379768,-46.999474,0.122062,0.371319,0.286692
5088006344,-20.887163,109.654968,-30.577095,0.104091,0.346648,0.421267
5088026403,5.126980,80.660141,-20.386965,0.138478,0.401447,0.867267
5088046461,-12.495659,53.985977,-12.812779,0.035293,0.135658,1.155716
5088066518,-35.881622,36.189297,-26.589012,0.049101,0.142811,1.040687
5088086576,-7.889174,14.389965,-37.414864,0.195224,0.344261,0.983811
5088106635,19.258694,1.403306,-31.988804,0.196686,0.347592,1.111598
5088126693,2.845744,-2.152023,-23.466988,0.185252,0.294362,1.236305
5088146752,9.666260,-2.483545,-27.860352,0.115846,0.329923,0.954022
5088166811,24.939230,12.975264,-35.620846,0.175020,0.399141,0.892972
5088186870,20.457823,101.726921,-17.051113,0.329416,0.515443,1.091787
5088206929,16.005508,75.742096,-6.650669,0.239302,0.363797,1.352576
5088226987,0.074149,81.320526,3.245872,0.163425,0.173488,1.445856
5088247046,-30.736046,79.366753,11.498108,0.111472,0.086418,1.259857
5088267103,-51.767609,91.962212,12.146728,0.104598,0.042765,1.117731
5088287161,-54.260620,98.272171,15.638073,0.060297,0.059082,1.066548
5088307220,-38.159550,99.724564,17.479578,0.056907,0.005924,1.120256
5088327278,93.947647,-23.332340,-5.342890,-0.078383,-0.306776,2.242448
5088347337,55.668228,-2.609542,-19.452377,-0.196516,-0.027031,1.392899
5088367395,24.669769,-2.156724,-9.491450,-0.057686,0.040668,1.009080
5088387455,11.464741,1.755033,-6.796598,0.037829,0.030433,1.010985
5088407513,1.235991,-1.460587,-0.694596,-0.043852,0.021775,1.020131
5088427572,8.527031,-2.613588,-0.897802,-0.055432,0.023579,0.956862
5088447633,9.129443,-2.515855,-0.440539,-0.054271,0.048932,1.017262
5088467687,4.785233,-1.897376,-0.078037,-0.045473,0.042054,1.003364
5088487746,4.065247,0.311099,-0.818548,-0.048811,0.037415,0.985384
5088507804,5.412184,3.154316,-0.910416,-0.049226,0.043214,1.009758
5088527863,6.125639,0.136383,-0.090913,-0.049482,0.050058,1.003565
5088547921,3.849415,0.757322,0.763790,-0.050236,0.052256,1.005077
5088567981,4.239769,0.180366,0.492549,-0.055739,0.047172,0.996547
5088588040,4.071956,0.010947,0.644398,-0.048609,0.054080,1.005817
5088608098,2.582941,0.765530,0.163410,-0.049712,0.050758,1.000999
5088628157,1.910842,1.038100,0.196795,-0.049561,0.052596,1.002897
5088648214,0.651694,0.935991,0.099250,-0.050095,0.055917,1.007502
5088668272,-1.875735,1.576735,0.199241,-0.050939,0.054897,1.014248
5088688331,-5.925483,6.928009,4.839521,-0.049078,0.111697,1.039465
5088708390,1.420087,43.837669,17.929596,-0.144460,0.142287,1.115419
5088728448,40.765236,28.975166,9.521269,-0.182431,-0.046068,1.895894
5088748506,55.698494,-69.295898,11.061339,-0.105797,0.135066,1.838123
5088768566,53.917187,-114.208832,18.625496,-0.139384,0.111211,1.596396
5088788624,56.293465,-135.499359,-0.123765,-0.001946,0.334414,1.445708
5088808683,53.596172,-134.117767,0.911805,0.119232,0.468469,1.269800
5088828741,31.772661,-111.002785,15.999310,0.199902,0.440489,1.137990
5088848798,-11.384197,-86.406967,28.883507,0.207411,0.428433,1.098129
5088868857,-13.714836,-76.635971,32.937355,0.234962,0.470725,1.058952
5088888915,25.830753,-66.266403,24.049467,0.245989,0.493961,1.021592
5088908973,12.465953,-88.335243,33.909981,0.326715,0.433898,1.099394
5088929032,-13.240370,-20.575821,42.609097,0.288156,0.368433,0.998785
5088949090,-25.948669,-23.304516,46.811241,0.265206,0.327507,0.933954
5088969150,-64.287148,-25.997070,50.685722,0.176891,0.148277,0.763714
5088989208,-81.160744,-27.834337,34.767521,0.157844,0.097493,0.651541
5089009267,-96.167885,-19.551826,31.511055,0.208593,0.224974,0.641953
5089029325,-108.851791,-16.475140,41.462795,0.255038,0.333623,0.569462
5089049383,-74.504471,-16.469545,49.221107,0.227095,0.239937,0.561497
5089069441,-46.343887,-20.680517,35.343849,0.103972,-0.104636,0.432214
5089089500,-43.607533,-17.954651,18.708847,0.184091,-0.016279,0.499688
5089109558,-36.848377,-12.510120,22.048628,0.281659,0.139156,0.437213
5089129617,-12.496770,9.608691,24.840693,0.163438,-0.015151,0.397032
5089149675,-0.696333,22.741594,12.151445,0.096051,-0.242257,0.509945
5089169735,-10.351855,31.067427,-0.612602,0.181617,-0.180867,0.615494
5089189794,-13.058733,34.906837,6.899850,0.275060,-0.021545,0.533196
5089209852,2.758013,39.410606,30.678944,0.263414,-0.009252,0.447279
5089229910,32.605984,44.108143,43.333702,0.212126,-0.057552,0.457618
5089249968,40.947601,51.466343,57.424133,0.201517,-0.124439,0.501765
5089270026,19.504345,56.418674,69.501022,0.155674,-0.290018,0.554194
5089290084,1.789177,53.908146,73.202324,0.044810,-0.442404,0.541951
5089310143,13.245505,53.591862,57.563057,0.009208,-0.293930,0.612697
5089330201,43.834099,39.715744,49.672340,0.018264,-0.109787,0.725206
5089350260,78.580803,31.216249,35.184917,-0.088071,-0.203881,0.837916
5089370320,52.624969,27.637007,21.332232,-0.069490,-0.232874,0.944217
5089390378,13.875260,33.834137,18.532825,-0.026379,-0.189146,0.825956
5089410436,14.360833,35.456722,19.136932,-0.012283,-0.000719,0.739383
5089430505,28.054224,36.845604,24.728264,-0.068878,-0.091703,0.979784
5089450552,26.501179,25.893139,21.086140,-0.065867,-0.291170,1.333887
5089470610,29.784090,14.109137,-2.519870,-0.043206,-0.361787,1.109972
5089490669,14.779693,63.949978,-7.933478,-0.053729,-0.129374,1.046894
5089510727,18.162434,56.830700,-6.617385,-0.134861,-0.086224,1.099350
5089530786,61.140388,52.271759,-22.545044,-0.066681,-0.073980,1.267421
5089550845,76.670708,44.948128,-41.698009,-0.120951,-0.073423,1.351686
5089570904,40.111881,47.655136,-47.589546,-0.137525,-0.039775,1.352004
5089590962,30.847271,42.987095,-41.826195,-0.099787,0.031342,1.340701
5089611021,46.101578,46.650875,-35.720245,-0.097337,0.013092,1.255661
5089631078,-1.533638,51.205513,-10.125806,-0.053723,-0.011800,1.469568
5089651136,-30.481434,33.653797,-18.618855,-0.151327,0.091661,1.132728
5089671195,-55.584774,-49.497818,-4.212245,-0.094919,0.315557,2.158501
5089691253,-90.223160,-110.718765,10.810691,0.044334,-0.008683,1.392195
5089711312,-21.458416,-12.122474,2.271622,-0.165313,0.095266,0.954368
5089731370,-25.873781,-12.826686,7.348602,0.020558,0.006020,0.987216
5089751430,-26.848648,-12.848198,13.323818,0.040885,-0.022495,0.991290
5089771488,-34.141716,-14.387676,3.485932,-0.016110,0.017106,1.027727
5089791546,-48.217979,-15.447644,-1.278761,-0.020703,-0.005979,1.018958
5089811605,-28.744251,-10.335948,-20.545992,-0.034810,-0.034127,0.985894
5089831662,-9.849009,-5.375865,-24.860041,0.011807,-0.039551,0.992302
5089851721,-2.334517,-3.923889,-6.753120,0.012939,-0.067067,0.994910
5089871779,2.574066,-3.444728,-0.136921,-0.003396,-0.036398,0.997181
5089891838,2.312881,-2.300924,-0.121843,-0.001733,-0.028903,1.001234
5089911896,-0.810915,-1.013861,0.067083,-0.001406,-0.030572,0.998066
5089931955,-2.292656,-0.285126,0.013154,-0.003486,-0.031252,1.002504
5089952015,-5.194427,0.614257,0.077249,0.000300,-0.032922,0.999493
5089972073,-7.052248,2.668542,0.192297,-0.002345,-0.033681,1.005016
5089992131,-11.050238,4.740008,3.538404,0.044119,0.041789,1.010886
5090012190,-15.749876,7.604441,29.694040,0.009157,0.025337,1.025738
5090032247,-23.706881,8.956973,31.654354,-0.017175,-0.031770,1.100039
5090052305,-34.005199,24.478046,34.079174,-0.043682,-0.068082,1.163525
5090072364,-20.764143,8.680698,27.603958,0.041864,-0.119019,1.593873
5090092422,29.563854,-52.864555,2.320561,0.037971,-0.246013,1.793247
5090112481,19.880856,-86.330826,2.255713,0.083551,-0.235257,1.764610
5090132539,27.952122,-113.657257,0.037473,0.076334,-0.173406,1.558728
5090152599,50.333679,-119.440125,-1.975741,0.086504,-0.077741,1.450035
5090172657,46.028702,-111.113838,1.622708,0.079680,-0.133661,1.395434
5090192716,46.732616,-92.818161,-4.156559,0.100795,-0.190443,1.251607
5090212774,11.812435,-67.477058,-1.780242,0.100227,-0.302297,1.203218
5090232831,-24.744110,-56.833252,2.111412,0.141306,-0.185431,1.221024
5090252890,-10.378458,-75.346489,-2.917606,0.109468,-0.090279,1.059919
5090272948,16.435740,-73.956253,-14.065183,0.082002,-0.070032,0.951085
5090293006,27.467098,-56.028465,-19.773657,0.190545,-0.121067,1.016264
5090313065,-14.975490,-51.189758,-5.447365,0.218982,-0.243587,1.141396
5090333123,-48.321571,-68.868698,4.712260,0.252772,-0.166307,1.014742
5090353183,-52.536171,-78.037376,12.300598,0.181899,-0.092723,0.717595
5090373242,-36.493011,-64.830620,0.603610,0.229207,-0.072630,0.555891
5090393300,-31.738911,-44.125515,2.239663,0.248729,-0.207701,0.653539
5090413357,-14.471920,-48.643768,-9.224399,0.261381,-0.265891,0.557185
5090433415,-13.688710,-21.653738,-15.347453,0.223550,-0.272557,0.350853
5090453475,-9.744756,7.604437,-25.902477,0.245751,-0.257878,0.304494
5090473532,-20.764181,3.677264,-22.046360,0.337698,-0.320851,0.653182
5090493591,-26.793440,12.019259,-35.648384,0.142779,-0.527323,0.399058
5090513650,-57.562145,52.797127,-56.652451,0.065006,-0.506320,0.062504
5090533709,-38.866833,100.972443,-77.585594,0.138852,-0.209748,0.004400
5090553768,-0.564193,94.709984,-69.971809,0.163880,-0.286777,0.543092
5090573826,-11.817844,86.622566,-86.830833,0.026752,-0.283412,0.524337
5090593884,-60.840897,110.258369,-84.226044,-0.085796,-0.012129,0.206239
5090613942,-43.936565,125.714241,-73.374428,-0.014448,0.297279,0.289242
5090634000,10.327394,112.457268,-56.402363,0.024163,0.395535,0.675273
5090654059,36.150551,80.093018,-48.978939,-0.000520,0.213924,0.917828
5090674117,15.605505,65.606903,-44.979465,-0.140822,0.153183,0.774575
5090694176,14.842631,65.823700,-45.739685,-0.061811,0.375675,0.812898
5090714234,36.592201,42.680309,-30.493866,0.052700,0.357711,1.121099
5090734294,51.649979,10.699451,-36.498932,0.034387,0.199673,1.140392
5090754352,40.254303,3.482980,-41.511993,-0.012827,0.279435,0.844715
5090774411,33.702972,15.700272,-33.239639,0.036431,0.278874,0.803229
5090794469,39.104340,11.487968,-32.130665,0.098205,0.266336,0.956679
5090814526,38.271286,6.358372,-31.153439,0.075043,0.264895,0.947503
5090834585,20.797155,27.686703,-28.382772,-0.015572,0.223065,0.860615
5090854643,-9.793005,68.152168,-11.045121,0.111625,0.382368,1.153947
5090874702,-4.395527,24.209093,7.017380,0.112021,0.358414,1.210412
5090894760,26.309788,52.489491,-3.408484,0.105206,0.212330,1.287255
5090914818,8.667695,51.906441,0.777452,0.010906,0.252392,1.060006
5090934878,-4.646062,91.551056,7.177113,0.054993,0.298356,1.225973
5090954937,-0.399054,82.495857,9.601320,0.071302,0.289548,1.358917
5090974995,12.320207,76.273407,7.587485,0.005372,0.108634,1.333878
5090995053,-5.761484,85.595444,9.400979,-0.032928,0.084478,1.368091
5091015110,-29.711412,-113.891945,15.634146,0.053441,0.001730,2.949706
5091035169,10.373868,-3.057743,0.080332,-0.204079,0.126472,0.936693
5091055227,-3.227483,-2.869102,7.971486,-0.043329,0.062239,0.995427
5091075286,-5.804861,-1.600354,3.345346,0.067489,0.022845,0.991558
5091095344,-4.668996,1.293138,0.332212,-0.040624,0.054158,0.970300
5091115403,-0.874229,0.357571,0.350216,-0.077217,0.060289,1.006306
5091135462,-0.793860,-2.280933,0.120351,-0.067826,0.063457,1.005808
5091155521,1.061754,-2.839820,0.044952,-0.054498,0.062010,0.998777
5091175579,-0.184420,-1.670860,0.428147,-0.055351,0.064395,1.000741
5091195638,-1.650574,-1.016793,0.144861,-0.058190,0.063022,0.990943
5091215695,-1.230731,-0.961221,0.007124,-0.057820,0.061074,0.995898
5091235754,-0.078703,-0.629966,0.029968,-0.058031,0.058728,0.997562
5091255812,1.164700,-0.222940,0.167548,-0.059496,0.061734,0.998048
5091275870,1.324421,0.266998,0.010040,-0.056774,0.062046,0.993352
5091295929,0.773739,1.066913,-0.022236,-0.056295,0.061814,0.997286
5091315987,0.231475,1.332755,-0.065416,-0.056474,0.064813,0.997158
5091336047,0.895665,1.158351,0.046766,-0.060191,0.061769,1.001410
5091356105,-0.058997,1.575522,0.020507,-0.057727,0.064821,1.006530
5091376164,-1.907669,2.568954,0.159580,-0.057307,0.065534,1.013919
5091396221,-2.538763,18.570896,5.423297,-0.101625,0.109550,1.038869
5091416279,7.455101,62.699898,7.490468,-0.091696,0.107921,1.118797
5091436338,41.076340,36.796688,-8.932156,-0.113833,0.128784,1.609906
5091456396,37.297348,-33.804855,-12.766539,-0.093117,0.207251,1.587438
5091476454,3.517316,-57.482712,-2.650378,-0.066278,0.247301,1.568523
5091496513,-25.449841,-68.361198,15.698433,-0.007719,0.361976,1.490811
5091516573,-29.856989,-70.156494,21.852074,-0.036266,0.313588,1.337567
5091536631,-19.195362,-51.009308,9.644065,0.001253,0.215606,1.192682
5091556689,-31.127848,-42.075874,14.984076,0.038620,0.217812,1.250096
5091576748,-36.842854,-30.683300,11.630754,0.050138,0.234551,1.199956
5091596805,-34.062061,-25.209494,16.808836,0.106383,0.234166,1.176022
5091616864,-32.873642,-22.681211,23.520500,0.070888,0.159607,1.066541
5091636922,-45.709694,-38.263680,29.216015,0.054949,0.088495,1.001447
5091656980,-55.709538,-3.776059,25.790098,0.031455,0.046620,1.011142
5091677039,-47.996113,-30.263544,21.304142,0.082062,0.146938,0.950771
5091697097,-30.851377,-35.261444,27.155470,0.064213,0.045521,0.821032
5091717157,-40.209389,-7.907001,25.920195,0.024120,-0.074649,0.782849
5091737215,-54.582081,-8.657461,19.326935,0.108449,0.084018,0.828822
5091757274,-36.567711,-18.173733,24.554050,0.126142,0.160881,0.722030
5091777333,-27.931337,-16.553520,34.306103,0.066079,0.078633,0.605606
5091797389,-33.069004,-7.139690,36.997189,0.078567,0.018076,0.630869
5091817448,-26.574629,1.330866,33.062481,0.067262,-0.041043,0.609240
5091837506,-17.622154,9.394799,29.349754,0.074285,-0.013745,0.603777
5091857565,-7.219226,16.002821,35.856190,0.095925,0.041219,0.654837
5091877623,11.194516,17.322874,37.921619,0.036673,-0.057825,0.714757
5091897682,25.630634,15.622629,29.371264,0.032113,-0.087349,0.794633
5091917742,54.372940,11.009184,14.353771,0.057311,-0.022922,0.829508
5091937800,77.901497,5.797287,17.384832,0.090595,0.046854,0.759027
5091957859,66.548409,6.757644,35.911655,0.036268,-0.106186,0.705710
5091977917,34.496315,7.154778,38.100060,-0.012525,-0.286626,0.701328
5091997974,17.052441,3.226106,23.116133,0.002651,-0.203442,0.651339
5092018032,14.927694,2.461440,19.186279,-0.003579,-0.007375,0.554995
5092038091,40.910652,6.863575,18.991100,-0.052829,-0.019774,0.547824
5092058149,54.668724,18.259430,13.268386,-0.116816,-0.204015,0.622378
5092078207,45.735840,22.398689,1.484532,-0.111757,-0.278858,0.767703
5092098266,40.035984,10.857664,-6.998240,-0.018310,-0.130183,0.823719
5092118326,34.346123,9.298472,7.459620,-0.011775,-0.039465,0.719756
5092138384,46.489895,9.470181,15.159566,-0.043758,-0.100870,0.730147
5092158443,36.134350,23.369173,15.987732,-0.028337,-0.193082,0.823227
5092178499,0.395762,31.675730,13.951089,-0.008325,-0.174070,0.878395
5092198558,-31.970398,33.521553,15.088451,-0.059269,-0.021480,0.802221
