Timestamp (us),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g)
5092218617,14.580558,24.717367,13.013470,-0.094452,0.013436,0.713421
5092238675,59.825104,28.737871,8.654081,-0.078614,-0.106800,0.760299
5092258733,32.559658,35.902946,7.434484,-0.040389,-0.153481,1.054801
5092278792,16.521519,9.379618,1.671051,-0.086891,-0.097756,1.165051
5092298851,-0.694285,15.354605,-3.159511,-0.128412,0.060548,1.001238
5092318910,10.314308,22.528643,-8.643679,-0.218631,-0.003241,0.944156
5092338968,24.287346,51.011703,-17.756620,-0.196382,-0.027247,1.075739
5092359027,12.703003,54.017910,-24.621855,-0.128858,0.016766,1.213343
5092379083,-22.707972,40.259895,-16.196920,-0.151149,0.138342,1.155017
5092399142,-36.305183,39.214653,-10.830915,-0.263021,0.098266,1.112772
5092419200,-2.905229,62.424900,-21.895258,-0.259022,0.031469,1.218947
5092439259,2.620240,56.530697,-20.293251,-0.239975,-0.015361,1.270999
5092459318,-41.184845,-68.036560,-13.231509,-0.293281,0.437654,3.113492
5092479376,-148.067230,-295.703888,8.190778,-0.029757,-0.109214,1.718210
5092499436,-12.255365,1.772562,-9.149513,-0.122376,0.044371,0.940871
5092519494,9.871370,-7.643934,14.106072,-0.074539,0.097755,0.999372
5092539553,16.774282,-3.917403,13.269614,0.018961,-0.102856,1.015124
5092559611,2.847485,-5.544979,4.602709,-0.026948,0.039851,0.985310
5092579668,-14.835179,-9.078115,-0.437634,-0.037375,0.038053,1.003834
5092599726,-19.604242,-8.117294,-3.383318,-0.036483,0.015699,1.004556
5092619785,-9.541536,-3.518532,-5.448407,-0.032682,0.010509,0.995289
5092639843,-1.657960,-0.845219,-0.388116,-0.017455,-0.003493,1.004853
5092659902,-0.660536,0.435180,0.251128,-0.023211,0.004957,0.995346
5092679960,0.445498,1.057971,0.031702,-0.029561,0.008219,0.993823
5092700020,2.385390,0.247140,0.008017,-0.032467,0.009271,0.998682
5092720078,1.820758,0.061751,0.099447,-0.028458,0.014268,0.998702
5092740137,0.728293,0.807126,0.006777,-0.027794,0.011124,1.002398
5092760212,0.634444,2.278733,0.137993,-0.029743,0.008421,1.004490
5092780252,5.482676,3.719766,4.486695,-0.022958,0.026389,1.002137
5092800311,13.346090,2.101099,13.304867,-0.052348,-0.001734,1.005273
5092820369,14.572564,3.834011,21.377220,-0.097548,0.017921,1.038779
5092840428,35.365608,28.332481,14.127384,-0.151579,-0.048674,1.177431
5092860486,35.314922,4.178226,7.830973,-0.025045,0.118506,1.685664
5092880545,18.503311,-29.896656,16.632593,-0.067486,0.128687,1.621540
5092900604,14.639508,-41.350281,28.120090,-0.019625,0.122413,1.651059
5092920662,14.890886,-44.169315,33.061359,-0.063874,-0.109187,1.657184
5092940721,16.983362,-61.675446,26.328680,-0.010942,-0.087946,1.640882
5092960778,27.174726,-72.051712,15.978286,-0.014790,-0.089411,1.508834
5092980836,15.846016,-74.347359,13.352536,0.056623,-0.030628,1.424322
5093000895,-1.693921,-60.369003,16.284443,0.036493,-0.104681,1.364564
5093020953,-25.482677,-69.200424,11.276111,0.027304,-0.082478,1.278948
5093041011,-23.335796,-71.789803,4.840369,0.071133,0.033494,1.071689
5093061070,-7.694457,-50.586346,-5.838190,0.065944,-0.046866,0.905009
5093081129,-10.951901,-39.801178,-16.294703,0.099393,-0.047566,0.866511
5093101188,-36.756340,-47.879646,-5.334713,0.135976,-0.035447,0.959284
5093121246,-54.282616,-47.383835,3.961480,0.069046,-0.095898,0.866662
5093141305,-50.336067,-57.429207,2.710577,0.098715,-0.045344,0.852883
5093161362,-49.391125,-67.606262,3.798761,0.087731,-0.164813,0.683610
5093181420,-56.337494,-52.961212,-10.152231,0.041669,-0.307714,0.557178
5093201479,-32.563698,-31.903135,-32.785824,0.106992,-0.267405,0.391664
5093221537,-12.918679,-21.843260,-30.547194,0.195058,-0.335769,0.519501
5093241596,-8.744648,-23.200716,-35.537144,0.137437,-0.515545,0.456020
5093261654,-43.802704,-3.268041,-48.833282,0.036660,-0.584812,0.361037
5093281714,-54.315556,19.147289,-64.515663,0.119553,-0.331472,0.359227
5093301772,-53.227390,38.976013,-59.071465,0.133223,-0.214059,0.392566
5093321830,-43.112427,34.412216,-53.777069,0.122951,-0.082383,0.414626
5093341889,-25.981373,48.555557,-54.881077,-0.026097,-0.053239,0.278145
5093361946,-9.734861,56.299290,-63.323624,0.066439,0.053280,0.466879
5093382005,-9.655244,52.814156,-61.422501,0.066182,0.138168,0.579131
5093402063,-9.546854,39.803204,-42.749741,0.136666,0.393788,0.594577
5093422122,4.933831,40.253986,-20.480667,0.003277,0.290528,0.584649
5093442180,18.142105,42.426971,-27.959990,0.036181,0.116324,0.783414
5093462240,10.035105,36.014774,-33.157135,0.084691,0.199874,0.866950
5093482298,11.150695,16.103313,-28.016581,0.144265,0.295724,0.980202
5093502356,14.991205,-5.504805,-20.297367,0.087482,0.321663,0.892009
5093522415,22.854013,1.570560,-32.619816,0.102414,0.255694,0.816765
5093542472,30.912249,-4.646196,-37.356483,0.182850,0.195198,1.044802
5093562530,22.815306,-19.321981,-40.475563,0.223833,0.152568,1.135165
5093582589,10.269158,-28.269760,-28.568123,0.269095,0.247858,1.089072
5093602647,18.648270,-11.646923,-20.020990,0.259846,0.277244,1.012404
5093622705,40.194454,13.270741,-17.031343,0.226985,0.206921,0.978090
5093642764,34.932480,12.950608,-21.425867,0.181333,0.117823,0.903152
5093662824,20.251688,56.967438,-21.008812,0.284825,0.223377,1.026334
5093682882,16.739946,53.298805,-6.285454,0.229628,0.332780,1.001186
5093702941,33.731476,39.605263,5.540073,0.205697,0.266947,0.822773
5093722999,12.810243,61.134331,13.139748,0.082247,0.068064,0.778794
5093743056,-54.265617,90.418976,16.856581,0.073763,0.051797,1.013976
5093763114,-38.682560,108.931503,15.606546,0.137773,0.288704,1.056234
5093783173,6.803203,114.449593,28.596855,0.028441,0.192047,1.184424
5093803231,9.607514,125.471375,32.656757,-0.057478,-0.130603,1.207746
5093823290,19.719318,68.583763,24.502069,-0.061848,-0.416256,3.347257
5093843348,42.362652,-42.239841,-4.831788,-0.228391,0.249050,1.471326
5093863408,4.980515,-9.558655,-1.132193,-0.070672,0.143117,1.034971
5093883466,-8.181664,-6.105005,-2.765924,-0.031827,0.039482,0.966979
5093903524,-4.152965,-1.100393,-0.926869,-0.029477,0.055517,1.005613
5093923585,-0.606694,-0.271314,0.910452,-0.047849,0.050879,1.003951
5093943640,1.683015,-0.327087,1.089106,-0.047998,0.053823,1.007382
5093963698,3.369324,0.260273,0.715842,-0.051445,0.049671,1.001161
5093983757,2.109820,0.680080,0.186624,-0.046158,0.060300,1.001050
5094003815,0.000617,1.410429,1.835123,-0.047249,0.058846,1.000955
5094023873,-1.325406,0.303534,1.350109,-0.053870,0.062343,1.004623
5094043934,-2.159697,-0.796648,5.579050,-0.051621,0.121704,0.996525
5094063992,0.506132,-0.426373,19.240282,-0.051813,0.016197,0.990215
5094084050,4.041307,0.403427,0.158585,-0.039033,0.013953,0.993855
5094104108,-1.905396,1.212928,-0.169124,-0.047991,0.065365,1.007163
5094124165,-8.964998,1.004256,-0.485795,-0.057778,0.070397,1.009568
5094144224,-46.285568,2.478525,-6.093587,-0.076622,0.103705,1.142753
5094164282,-47.938057,-1.308629,-4.267495,-0.025710,-0.023206,0.874566
5094184341,-14.725544,-0.176791,-0.902279,-0.042554,0.012043,0.976023
5094204399,-4.095769,0.837786,0.206339,-0.046494,-0.005128,0.950416
5094224458,12.451935,0.809227,0.115469,-0.050434,0.024264,1.005567
5094244517,-10.054235,-0.702418,-0.219611,-0.054933,0.039826,1.050554
5094264576,-9.588467,-0.823177,-0.221183,-0.044415,-0.003029,0.951435
5094284634,1.233888,-0.396441,-0.093025,-0.047968,0.017167,1.005054
5094304693,-1.941604,-0.284494,0.065933,-0.050478,0.009397,0.991958
5094324749,0.653631,-0.422587,0.136729,-0.049642,0.013442,0.996398
5094344808,-0.452645,-0.646031,-0.007605,-0.052192,0.013626,0.996348
5094364866,0.165165,-0.346667,-0.006886,-0.049984,0.010792,0.995053
5094384925,0.920709,-0.275723,-0.023065,-0.050196,0.012356,0.996765
5094404983,1.043003,-0.412939,0.006395,-0.049984,0.013484,1.000405
5094425041,-0.376645,-0.416839,-0.013972,-0.050721,0.015854,1.000912
5094445101,-1.124997,-0.005062,-0.277136,-0.052453,0.012346,0.995628
5094465160,-2.117585,0.244072,-0.296723,-0.048708,0.013483,1.000338
5094485218,-2.667033,0.289561,-0.478559,-0.049446,0.011070,0.995516
5094505277,-2.490969,-0.037790,-0.519019,-0.050370,0.012169,0.996308
5094525333,-1.766208,0.085151,-0.344098,-0.047948,0.010099,0.998474
5094545392,-1.285215,-0.105304,-0.193540,-0.048973,0.008513,0.994459
5094565450,-0.079603,-0.065881,0.117333,-0.047896,0.008704,0.995389
5094585509,0.095869,0.042035,0.033757,-0.053026,0.009271,0.997111
5094605567,0.294445,-0.025861,0.002470,-0.050553,0.010624,0.996321
5094625625,0.615130,-0.147513,0.069815,-0.049046,0.008285,0.998747
5094645685,0.455235,-0.337888,-0.053127,-0.052385,0.010450,0.996927
5094665744,0.294691,-0.209156,0.024238,-0.049607,0.010204,0.999627
5094685802,-0.094339,-0.370514,0.023951,-0.049218,0.011006,0.998166
5094705862,-0.231919,-0.248922,0.040198,-0.048925,0.009449,0.997003
5094725917,-0.315758,-0.209680,-0.150141,-0.047931,0.010362,0.997468
5094745976,-0.277779,-0.180111,0.002554,-0.049181,0.009347,0.995996
5094766034,-0.247030,-0.286375,-0.066812,-0.048732,0.010714,0.996354
5094786093,-0.315693,-0.317200,-0.051618,-0.050292,0.009814,0.997065
5094806151,-0.315923,-0.164640,-0.043058,-0.048615,0.009209,1.000204
5094826211,-0.369722,0.133282,-0.109805,-0.050144,0.010834,0.999063
5094846269,-0.674854,0.033423,-0.140384,-0.046491,0.010099,0.998501
5094866327,-0.529716,-0.080995,-0.087939,-0.048090,0.009802,0.996103
5094886386,-0.461063,-0.057960,-0.080292,-0.046924,0.011267,0.997203
5094906443,-0.407833,0.010125,0.026836,-0.049260,0.008340,0.995276
5094926501,-0.186331,-0.003493,-0.118597,-0.047216,0.007279,0.998246
5094946560,-0.270293,-0.065470,-0.019647,-0.048560,0.008902,0.996925
5094966618,-0.071992,-0.012019,0.056615,-0.048086,0.008981,0.995839
5094986677,0.187742,-0.102154,-0.043579,-0.047515,0.012386,0.999825
5095006735,-0.315930,-0.164693,-0.035429,-0.046540,0.007982,0.995970
5095026794,0.057993,-0.179629,0.070617,-0.049410,0.010012,0.998721
5095046853,-0.415116,-0.156974,-0.088608,-0.050000,0.009984,0.995974
5095066912,-0.064040,-0.148446,-0.073927,-0.050494,0.010553,0.998239
5095086970,-0.422654,-0.333724,0.085797,-0.048436,0.006574,1.000328
5095107027,-0.437815,-0.278971,-0.112199,-0.048027,0.007001,0.997686
5095127085,-0.346439,-0.164621,-0.058261,-0.046394,0.009095,0.998149
5095147144,-0.460933,-0.195843,-0.004843,-0.049219,0.008098,0.998199
5095167202,-0.254836,-0.225989,0.025120,-0.046921,0.007447,0.996972
5095187260,-0.193919,-0.088037,-0.035180,-0.048087,0.009709,0.995922
5095207318,-0.254984,-0.119107,0.018144,-0.046481,0.008001,0.997886
5095227379,0.019702,-0.018697,-0.042768,-0.047283,0.010173,0.996844
5095247437,-0.155999,0.064526,-0.011429,-0.046682,0.009013,0.998966
5095267495,0.080956,-0.117349,-0.096884,-0.047276,0.008259,0.996409
5095287554,-0.132941,-0.103922,0.079051,-0.046571,0.008273,0.997790
5095307611,-0.010806,-0.088045,0.040783,-0.047951,0.007555,0.998593
5095327669,-0.315924,-0.187798,-0.005053,-0.046403,0.006918,0.998630
5095347727,-0.064137,-0.126032,-0.005128,-0.048027,0.006364,0.997693
5095367786,-0.247174,-0.202597,-0.043413,-0.045280,0.008899,0.996895
5095387845,-0.300786,-0.134712,0.048647,-0.048926,0.008085,0.997019
5095407903,-0.079506,-0.049716,-0.012264,-0.049242,0.008476,0.999562
5095427962,-0.255115,0.018777,-0.057305,-0.046428,0.007842,1.000078
5095448021,-0.216813,-0.095787,-0.027557,-0.049044,0.006829,0.998581
5095468079,-0.010671,-0.102456,-0.081371,-0.046045,0.006740,0.999003
5095488138,-0.209020,-0.171699,-0.081438,-0.045849,0.007004,0.998183
5095508194,-0.110148,0.026503,-0.011743,-0.048933,0.006362,0.997402
5095528253,0.126566,-0.072338,0.033004,-0.047914,0.007078,0.996410
5095548311,0.126537,-0.057130,0.040726,-0.046523,0.008845,1.000339
5095568369,-0.110176,0.026291,0.018772,-0.046615,0.008245,0.995053
5095588428,0.271413,0.081063,-0.019723,-0.044464,0.007628,0.997107
5095608488,-0.148475,0.017434,0.178998,-0.047400,0.007916,0.998326
5095628546,0.072978,0.042023,0.026169,-0.047097,0.008625,0.996591
5095648604,-0.003101,-0.118333,0.010068,-0.048103,0.008719,0.996844
5095668663,-0.033734,-0.111481,0.109343,-0.048701,0.006604,0.994485
5095688720,-0.300812,-0.073188,-0.019639,-0.046116,0.007273,0.997810
5095708779,-0.079397,-0.187759,0.086072,-0.046303,0.006186,0.998092
5095728837,-0.056674,-0.057866,0.071566,-0.045390,0.007184,0.998007
5095748895,-0.254800,-0.187145,-0.073821,-0.049371,0.005716,0.996398
5095768953,0.134288,-0.094783,-0.028180,-0.047841,0.007453,0.997502
5095789012,-0.224464,-0.034231,-0.103459,-0.047036,0.006734,0.998346
5095809072,-0.056656,-0.026865,0.003093,-0.046852,0.008096,0.998243
5095829130,-0.064430,0.041470,0.049299,-0.045569,0.005636,0.997747
5095849189,0.057780,0.034774,-0.034881,-0.044548,0.006624,0.996661
5095869247,0.134132,-0.026532,0.033270,-0.046750,0.006817,0.997621
5095889304,0.096026,0.012363,-0.088490,-0.046219,0.007008,0.998541
5095909362,0.050124,0.065434,-0.057568,-0.048301,0.007456,0.997767
5095929420,0.195156,0.004219,0.025719,-0.047852,0.006733,0.998148
5095949479,0.011945,0.003482,0.056559,-0.049570,0.007271,0.997380
5095969537,0.126568,-0.049180,-0.005001,-0.045124,0.009370,0.998444
5095989596,0.011906,0.049479,0.026324,-0.046488,0.007823,0.998253
5096009656,-0.033721,-0.041954,-0.012298,-0.050113,0.007997,0.997180
5096029714,-0.117601,-0.072451,-0.050480,-0.046402,0.006281,0.998546
5096049772,0.118726,0.064939,0.041485,-0.048304,0.007004,0.997954
5096069830,-0.072073,0.033658,0.072152,-0.047846,0.005911,0.997793
5096089888,0.073014,0.026868,0.010818,-0.047367,0.007351,0.996417
5096109946,0.004199,0.056609,0.095043,-0.046758,0.006368,0.998082
5096130004,0.027288,-0.011310,-0.004591,-0.045478,0.007636,0.997818
5096150063,-0.010918,0.003682,0.018456,-0.048386,0.006453,0.997412
5096170121,0.103585,-0.034463,0.063793,-0.046955,0.009376,0.998957
5096190181,0.050219,-0.034137,-0.004772,-0.045835,0.007723,0.997354
5096210239,-0.079544,-0.019140,-0.019706,-0.047675,0.006372,0.998429
5096230298,0.034863,0.003707,0.033632,-0.045302,0.004822,0.998126
5096250356,0.187486,-0.019227,0.101881,-0.045558,0.005902,0.997106
5096270413,0.057796,-0.034540,0.056245,-0.046254,0.006792,0.995259
5096290472,0.057793,-0.003699,0.010659,-0.045120,0.007822,0.998187
5096310530,-0.178761,-0.057950,0.033639,-0.046399,0.008643,0.998428
5096330589,-0.079647,0.003220,0.056722,-0.046733,0.007716,0.996608
5096350646,0.042532,0.042573,-0.065323,-0.047955,0.005831,0.998795
5096370705,-0.003077,-0.110437,-0.028029,-0.046931,0.007089,0.997523
5096390765,-0.217054,0.118404,-0.102540,-0.049268,0.009163,0.995723
5096410823,-0.033803,0.019144,-0.019554,-0.049660,0.006180,0.997300
5096430882,0.050211,-0.018769,-0.019936,-0.045992,0.006890,0.995901
5096450940,-0.041491,0.095854,-0.080105,-0.046670,0.007187,0.998257
5096470997,-0.049026,-0.034580,0.018291,-0.046560,0.010721,0.997216
5096491055,0.034869,0.019181,0.003210,-0.046656,0.006543,0.997443
5096511114,-0.110151,0.018766,0.003468,-0.046311,0.006190,0.998548
5096531172,0.019713,-0.026328,-0.042815,-0.047132,0.006464,0.998621
5096551231,-0.247369,-0.034350,-0.095789,-0.048637,0.004439,0.996061
5096571289,0.035029,-0.133911,0.070938,-0.046853,0.007643,0.998339
5096591349,-0.010836,-0.057416,0.025712,-0.046480,0.007637,0.997799
5096611407,0.072922,0.041597,0.087199,-0.049002,0.008804,0.996188
5096631465,0.057968,-0.079527,-0.058467,-0.047136,0.006922,0.998889
5096651524,0.019582,-0.019601,0.086921,-0.046571,0.008091,0.997792
5096671580,-0.025909,-0.140865,-0.051062,-0.046015,0.007722,0.997260
5096691639,0.034786,0.057122,0.033958,-0.048583,0.007735,0.998306
5096711697,0.073048,0.042554,-0.050119,-0.045811,0.007254,0.995992
5096731756,0.019384,0.102330,0.110553,-0.045819,0.006804,0.996453
5096751814,0.080650,0.073205,-0.065204,-0.047957,0.006741,0.998967
5096771873,0.027307,-0.034309,0.010526,-0.046643,0.007080,0.996708
5096791932,0.042446,0.018777,0.064227,-0.047033,0.007187,0.998159
5096811991,0.057850,-0.057273,0.033219,-0.046176,0.006436,0.995994
5096832049,0.149276,0.042028,0.056548,-0.045757,0.006367,0.998101
5096852109,0.126726,-0.148272,-0.020864,-0.047771,0.006557,0.998699
5096872164,0.072993,0.026708,0.033704,-0.045566,0.007271,0.997638
5096892223,-0.003289,0.049967,-0.049937,-0.047015,0.009176,0.997133
5096912281,-0.201669,-0.065805,0.056519,-0.047918,0.008808,0.996665
5096932340,-0.071849,-0.003219,-0.111172,-0.046007,0.006080,0.996731
5096952398,0.141948,-0.079127,-0.081502,-0.046834,0.005449,0.997178
5096972458,0.027171,0.049522,0.026297,-0.046952,0.008284,0.998787
5096992516,0.011914,-0.004468,0.102286,-0.047465,0.007173,0.996782
5097012575,-0.026202,-0.027363,0.086956,-0.046744,0.007722,0.997246
5097032633,0.141889,-0.048711,-0.066058,-0.046582,0.006371,0.998450
5097052690,0.027324,-0.065044,0.040855,-0.045917,0.008900,0.996884
5097072748,-0.132773,-0.141224,-0.043243,-0.046649,0.008175,0.997060
5097092806,0.004200,0.041188,0.117836,-0.048150,0.007566,0.999593
5097112865,-0.018534,0.011504,-0.011999,-0.044980,0.008610,0.995354
5097132923,0.096089,-0.079737,-0.012762,-0.046575,0.005912,0.997999
5097152982,-0.163615,0.033768,0.018913,-0.046109,0.008178,0.997435
5097173041,-0.049033,-0.034633,0.025920,-0.046657,0.004816,0.997462
5097193100,-0.056714,0.003551,0.018537,-0.046402,0.009372,0.998602
5097213158,0.034782,0.064806,0.026376,-0.048841,0.007816,0.997388
5097233217,-0.033840,0.034299,-0.004203,-0.047464,0.007354,0.996780
5097253275,-0.125376,-0.004116,-0.004274,-0.048637,0.005257,0.996052
5097273332,0.019509,0.064709,0.034032,-0.045208,0.007093,0.998012
5097293390,-0.102473,0.065423,-0.118327,-0.045561,0.007995,0.997356
5097313449,0.057690,0.018662,0.087086,-0.046284,0.006265,0.996997
5097333507,-0.140591,-0.019209,-0.034855,-0.046000,0.007803,0.996347
5097353565,0.095888,-0.019542,0.109672,-0.047231,0.008561,0.999143
